,ItemId,PromptId,Score1,AnswerText
671,9_23623,9,0,He organizes it to let the reader know whats going on in each paragraph. He keeps it organized well keeping the reader from being confuzed. He does this by keeping related things together.
2202,9_25154,9,0,Each paragraph fits in with the next one.
1531,9_24483,9,0,The author organizes his article to make it simplistic enough for all readers young and old.
1832,9_24784,9,0,By saying what is space juck to start off with the first pargraghe that to me was a start of something new i would want to read..
230,9_23182,9,0,The author organizez the article by having the introduction be about the orbiting junk in space and then explaneing what the junk in space really is.
2391,9_25343,9,0,"People always think that satellites are all controled in control, however some of them are not, and there are a great possible that the will ran in to each other."
665,9_23617,9,0,"The author organizes the article by what he thinks is more important. He describes things with words like garbage, junk, and crash course. He starts off with the history then goes on with the rest of the information about the planets and space."
1301,9_24253,9,1,in Cadigories.
1107,9_24059,9,1,Intro. Beginning. Middle. End. First by using shocking statements to grab your attention. Then once the reader has your attention he/she provides you which researched information and the hard facts. After providing the facts he/she explains the various problems space junk can create. Lastly he/she leaves you with a few things to think about.
483,9_23435,9,1,"The author give an explanation of what's space junk, the problem and what can it be done to ti."
897,9_23849,9,1,"The auhtor organizes this article in chronilogical order. First comes discovery of such junk in space. Then comes the explaination of why stuff is in space. After that, comes the resaon why such junk is created. Then, The article explains how a little piece of junkcan do alot of damage. Last but not least, they give information on what NASA and the European Space Agency plans to do with the junk in space."
1377,9_24329,9,1,"He starts off by telling the reader about what 'space junk' is an tells the reader about its effects on spaceships and what not. He tells the reader that even little things can have a big impact,"
1378,9_24330,9,1,He buts the article into diffenert group so you can read about the one group at a time
1666,9_24618,9,1,"In this article the author origanizes it by indroducing an important topic with something catchy, that will pull the reader in. His sentence that states 'Look up in the sky! It's a comet! It's a meteor! It's a..... tool bag.' introduces the paragraph well by catching the readers attention with a phrase that you have heard before only with different word. Then the author after he has you attention goes into statitics which makes you believe that the author knows what he or she is talking about. It gives a certain creditiblity. He aslo compares it to things that make it easy to relate to; However he sticks to getting the point across."
1251,9_24203,9,1,In this article the author organizes the story by arranging it in a good way and not using too much facts. Starting with descirbing the space debris at the begining was very good because it allowed the reader to know what it is and how it is created. Also i liked how he ended by putting in a lot of facts and telling us that we are working hard to get rid of the space debris.
2168,9_25120,9,1,"The author organizes the article very neatly. The author has the article divided into sections, each of which has it's own purpose."
1481,9_24433,9,1,"The author organizes tis artical by starting wih history and what is space junk. Then continues on explaining how junk gets smaller. Also, how small it is and the problem if poses."
27,9_22979,9,1,First he talks about what space junk is and how it is made. Then he talks about how even little pieces of space junk can cause a lot of damage.
1734,9_24686,9,1,"The author starts out interseting.  Then they give us statistics about what has happened in the past years.  Around the sixth paragraph they give us examples.  By the eighth and ninth paragraphs they are talking about the bag, which was mentioned in the introduction.  The conclusion of this passage is saying that they hope to one day come up with a sollution to this."
186,9_23138,9,1,The author organizes this story by letting one fact or topic lead to the next topic.
1119,9_24071,9,1,The author organized the article with different headings and sections.
114,9_23066,9,1,By telling you what the space junk is and then explaining the great things about it and the bad things that can happen as well.
1846,9_24798,9,1,The author organizes the article by staring out with startling statements about space junk and then giving information about space and our travels to space. Then the author talks about the problems with space travel. The the author talks about the things that happen while in space and what happens to the austronauts that go up into space.
920,9_23872,9,1,the author tells about space junk floating around are satellites. the author is mostly concerned about the satellites.
56,9_23008,9,1,"He starts with the introduction. Then he would go to space junk talking about how the satellites would be unuseful. He goes to crash course, little bits, but a big deal to inform us of how dangerous it is."
603,9_23555,9,1,"The author breaks this article down into sections so the reader knows what they're going to be reading about. The author starts off with a lot of almost excitement it seems like, to grab the readers attention. After the introduction the author tones down so it can be serious and informative."
1479,9_24431,9,1,by putting up titles for each subject.
1988,9_24940,9,1,The author starts off her story by exciting the writing and then goes into giving facts. It is also broken down into sections and each secion will tell you about what damage has been caused in space.
329,9_23281,9,1,The author organizes the article into sections with headings. The headings give you an idea about what you will learn in the passage below the heading.
1873,9_24825,9,1,"Throughout the article you come across many titiles. This is a way to break each topic down to become more specfic. With each title the author has a cathy pharse to go with it, so at frist glance you think that the topic in minor or unimportant, but you are wrong. the author organized it from his to recents occurences so show that it has been a problem for some tinme now."
2379,9_25331,9,1,The author orginize the article by adding facts of stuff that had happened in space. It tells you how space junk got into the space and is now a big problem for satellites and space ships.
330,9_23282,9,1,The author divides it up into a few sections. Which I think is a pretty good idea because it grabbed my attention.
2248,9_25200,9,1,"The author organizes this article by everything that he talked about he named it a different title, to help the reader understand what he was talking about."
1407,9_24359,9,1,"The author gives informative statements that are directly connected to each topic. Every topic or paragraph, fit together and make sense as a whole thought. The article flows and is easy to understand. Each topic is supported with greatly explained examples."
1371,9_24323,9,1,he uses title for each part it he is talking about that way the reader can find what he is looking for very easier.
1985,9_24937,9,1,By history and importance. He starts with the history and ends with the topic of polution.
1264,9_24216,9,1,"The author organizes this article in different sections. He first starts off with an intro. He then has a paragraph about the history of space junk and satellites. Finally, he talks about the importants of dead satellites and small space junk."
881,9_23833,9,1,In different paragraphs about different things.
236,9_23188,9,1,The author organizes the article by first giving you an introduction to the topic of space junk. Then they tell you about how satellites can crash into eachother and cause damage. Like the American satellite colliding with the Russian one. After that they tell you about how little particles can make a great impact once they reach a faster speed. Then they end with reminding you the importance of space junk and that it is increasing in space.
365,9_23317,9,1,"The author organizes the artical by explaining what space junk is, and using statistics from research books, internet. The author also organizes the story by stating what will happen to space if we keep sending satalites to space and giving decriptions about outer space and NASA. The author explaines about how the amount of trash is increasing because of commercial space travel, and the military sending satellightes to space."
701,9_23653,9,1,The author does a great job in organizing this article. He organizes it so all his information leads to his point of the article. He explains what is going on is space by first giving some history of the problem. Then he gets to the main point of the problem and explains how dentremental it really is to space and the environment.
1936,9_24888,9,1,"The author organizes this article by braking up the information quite well! His opening is right on the money by grapping attention to make people want to read this. Then slowly he starts to give basic information about satellites and spacecraft from later years. After he goes on about the past he draws in some new information about the concerns about the space junk and how it is affecting Earth in many ways! The author organized this article very well, and made it easier to read."
550,9_23502,9,1,he organizes it in different catogories to make it easier to understand.
1364,9_24316,9,1,"The author organizes the article by using an introductory paragraph that catches the readers attention.  The author then moves on in the next paragraph and talks about the dangers that space exploration puts on the Earth by leaving behind debrie.  As the article goes on, it discusses how dangerous collisons from these debries are, too."
1054,9_24006,9,1,The author starts out by joking about space junk. After that the author gives facts about what happens to object in space and how it effects us. And lastly the author explains how important it is and how it needs to change.
42,9_22994,9,1,The author wants to tell the readers about  how 'space junk' can effect space.  For example how the space crafts go in space and may have to take another course because of junk foating around.  It is organized with supporting details because it is giving examples of what is going on with the junk and how it causes probems.
1153,9_24105,9,1,Like the way he starts it of gets you in it then he start to describe them in sections and certain parts to make the article good and didn't stick on one sublect but speard it out and also had facts in the article some of the things they do when they are in space and the oblects they use
1741,9_24693,9,1,He organize it in diffrent topics in the story. Like one topic is 'orbiting junk' and the next one is 'what space is' so he switchis off on diffrent topics. witch i think keeps you more intested in the story cause theres diffrent topics.
1157,9_24109,9,1,"He breaks the topics into differnt sections. So they can be read, and understood more clearly."
31,9_22983,9,1,The author organizes the article by the things that are floating around in space. Also that this space junk is a big deal. Then he explains what falls into the space junk category. Next is what happens to space junk and why it is such a bad thing. Such as the courses of the junk and the collisions they cause. Then more in detail about space junk that the little pieces are a big deal. Finally that space agencies are trying to find a solution to space pollution.
795,9_23747,9,1,"The author states what space junk is, then how the space junks occurs, lastly finishes off with how much effect the space junk can cause.  The author says that many things have been shifted off beyonds earth's atmosphere. Then the author says that when satellites become useless they become dead and will crash with another dead satillite which will cause some mess. The auther also says that the little mess can cause some much damage for beinging so small."
1867,9_24819,9,1,"The author organizes the article by importance. The author tells you about space junk, what it is, how it got there, and how we can help."
451,9_23403,9,1,"instead of the author jumping around, he has them in order. He has the paragraphz under a bolted word that is realted to the paragraph."
1878,9_24830,9,1,"The author organizes it chronologically then factually. It begins talking about space travel in 1957 then talks about more spance exploration in 2009. Afterwards, the article talks microbedris and more about broken satillites."
1904,9_24856,9,1,First the author talks about seeing a tool bag in the sky. Than the author gives background history of space junk. Than he or she explains why it is a big deal.
1769,9_24721,9,1,"The author puts this article in a weird way, He or she starts by a eye catching introduction and then goes to a boring history lesson about satelittes and space junk. Then the author takes us into another exciting paragraph about satelittes crashing into each other and it just goes on and on until the article is over but somehow at the end of it all i still wanted to know more."
1993,9_24945,9,1,The author organize the article by having different secions in the article. In the aritle there are different bold headings
1031,9_23983,9,1,The author organizes this article by section of what happened in those time periods. Each section has information on the topic of the section. Some section of the story are about certain things so if your looking for something important you can look in the certain section were you think youe can find it.
2114,9_25066,9,1,"The author organizes this article by starting with an attention grabber that makes you think because, at first it makes no since. He then goes on to explain it starting with a story about how the problem started to ending with why it is important to fix it."
1954,9_24906,9,1,"The author puts the article together with highlited words to help you know where to navigate to, to find what you are searching for"
1919,9_24871,9,1,"The author organizes the article into sections and topics, keeping the article smooth flowing and easy to come back and re-read if a reader needs to."
631,9_23583,9,1,"This article is organized in a way that makes sense. First, the author introduces the problem, then explains in depth what it is. Next, the author explains what is being done about the problem."
1719,9_24671,9,1,"The author breaks up the artical into three different parts. He does that so that you can understand what the artical is talking about. If he mixed it all into one many people would be very confused. So he simplifies it so that the already hard topic he is bringing forward, is much easier to understand by the people reading the aritical."
2358,9_25310,9,1,"The author organizes it in the same way I think I would if I was writing a paper on this topic.  To start off the article the author uses a funny statement ot try and drag the reader in, as seen in the first two lines.  Then he trys to inform the readers of the history of space travel and how the junk gets into space in the first place, as seen in the second paragraph.  Next the author tries to inform his readers about some of the major accidents that created alot of space junk, he does this when he explains the instance of the two satalites colliding.  Lastly the author tries to explain to the reader that the space junk may be small but it is very dangerous, as seen when the author says that the bits even though they are small present a very serios problem.  Then he ends the article by telling the reader of the fact that the amount of space junk is actually increasing."
181,9_23133,9,1,The author organizes the article by having a shocking first paragraph to bring the readers attention on the article then explains the facts about the topic. Much like an informational PSA would with perhaps Morgan Freeman as the narrator. It starts out interesting doesn't stop being interesting and keeps the viewer/reader wanting to know about the topic.
1026,9_23978,9,1,"The author gives the problem first, then the author gives details about it, and some examples, then the author explains why its important and what should be done."
1055,9_24007,9,1,The author organized the article in a pattern the pattern they used was weaker reasons to more effective reasons through out the article and the use of transitions to put an emphasis on the importance of certian topics.
76,9_23028,9,1,The author organizes the article in sections.  The sections help place specific topics into categories.  This allows the reader to fully understand what the author wants the reader to know.  The author creates four sections.  Each section has a different topic all under the same subject.  These topics provide a wide range of information about space junk.  The author also organizes the first section with a light conversation.  Then the author gradually becomes more serious by talking about the history of space junk.
1688,9_24640,9,1,The author orginizes the article by titles so that the reader could look for specifice information on the subject of there choice.
1502,9_24454,9,1,The author organizes the article by separating it into different topics.
2284,9_25236,9,1,"First the author explains to us what space junk exactly is, therefore explaining the first paragraph and title. Then the author explains how space junk comes to be, from colliding ships and satellites. Then the author explains how that debri affects us down on Earth."
2146,9_25098,9,1,"The author supports this article by seperating the different topics with subtitals. He seperates all the information into the following sections, 'What is Space Junk,' 'Crash Course,' 'Little Bits,' and 'But a Big Deal.' By organizing the article in this way the author has made it easier for the reader to find the information he or she wants."
506,9_23458,9,1,The author organizes this article by having sub-articles in the article and having good information in each section.
1930,9_24882,9,1,The author organizes the article by breaking it up into sections. Each section dealing with  some different about 'space junk'
712,9_23664,9,1,The author organizes the article by introducing what is space in the junk. The author gives us specific information about the satellites. Then the author beggins to tell us it problems and ho wdoes it affects us.
870,9_23822,9,1,The author uses subtitles to make to article different from others.
1162,9_24114,9,1,The author organizes this article by putting headings at the top of the page and keeps adding new ones when he changes subjects. It lets you know the good about space junk and the bad about space junk. Then it goes into the sizes of stuff how even the little pice of sand is a big deal and could really hurt your space craft.
1091,9_24043,9,1,He is explaining the importance of the space junk and that we have polluted our atmosphere with junk. The earth will be in serious danger if the space junk keeps collecting.
1365,9_24317,9,1,The author organizes this article by having rhetorical questions to get the reader's attention and then he gets serious and tells some historical facts about the space debris. After he states that he tells more about the satellites and other machines in space used for world communication.
2236,9_25188,9,1,"It goes in sequence, starting with what orbits around the earth. Then it tells us about what is orbiting around the earth. It then tells us that eventually everything in the outerspace will collide and it will hit the earth and explode into little pieces."
2245,9_25197,9,1,The auther organizes the article by giving each new section of information a subheading. This helps the reader to know what they are about to read about and helps the researcher easily find the information they are searching for. The author breaks this article up into 3 different parts to better organize the article and to allow people to give him more credit and trust with the information.
1805,9_24757,9,1,He states that space trash is a problem that it will eventually be a problem. Space crafts arent safe in space they have to worry about riding through space trash.
1209,9_24161,9,1,The author talks about different space topics. Ever part of the artcle have it's own topic an whats it's about. Like the different parts of the article.
2067,9_25019,9,1,"He tells you from start to finish all you need to know about space junk, sattellites, and where they came from. he says about the importance of space collisions, and they can crash anytime into another satellite."
977,9_23929,9,1,First it talks about the launching of space crafts and what is space junk.Then it talks about the risk of the dead satalites running into each other.And last they talk about the little peaces of trash or junk as being a big deal because they could damage the space crafts that are up there.
1819,9_24771,9,1,"The author organizes the article by arranging it in order of cause and effect.  The author starts off by drawing the reader in with an introduction, explaining what he or she is talking about, what exactley space junk does, and how it effects us all.  This method was executed very well by the author."
2097,9_25049,9,1,"The author organizes the article from the introduction, which is very enthusiastic, to pull in his reader. Then he gives you a brief history on the matter he is talking about. Then to the matter itsself. Finally to how important this matter is to him and our earth."
1550,9_24502,9,1,"First the author has an introduction to grab the reader's attention. Then, the author explains what happens if debris is flying in the air. Later, he explains the consequences of the debris."
1154,9_24106,9,1,From talking about what is space junk. Then the author talks about the most serious concepts of what space junk can do to spacecrafts in orbit.
1744,9_24696,9,1,He begins with shocking statments to get the reader interested then he begins with the history behind all spacecrafts and how they were created and what purpose they were used for.
240,9_23192,9,1,"First Introductionthen,Info dfining 'Space Junk'How it happensWhy it matters"
2118,9_25070,9,1,The author organizes the article by different sections.  He has a topic then talks about the topic and does not get off subject.
608,9_23560,9,1,"First, the author gets your attention by using exclamatory sentences. Then, it gives you some information on the history of space exploration. Finally, it states some facts about how satelite debris are dangerous."
2270,9_25222,9,1,"The author organizes the article in a way that gives the reader backround information about the pollution and hints at its possible danger, but doesn't reveal it until the last section. When the author spills all of this information about the pollution at the end, it has a bigger impact on the audience. The reader is more likely to remember something if all of the key points are in one spot, rather than scattered throughout the text."
