,ItemId,PromptId,Score1,AnswerText
710,8_20663,8,0,Both Mr. Leonard and Paul were not very good students in school. Mr.Leonard was amazying in track but since he did not get good grades in class he lost he scholarship and flunked out of school. Paul is not very good in class either. When Mr.Leonard helps him learn how to jump hurtles good he had him go out for the boy track them. In a way they are exactly the same.
390,8_20343,8,0,Paul did not know he was training with one of the best track runners and Paul didnt know why Mr. Leonard didnt know how to read.
1625,8_21578,8,0,It makes paul wan't to succeed more and make Mr.Leonard proud.
380,8_20333,8,0,"The background information that he recieves effects him that a national runner cares about him. And that they arn't too different in the fact that they both can't read very well. Like it says in the story, ' No other school wanted a runner who couldn't read.'"
1621,8_21574,8,0,"Mr. Leonard tells Paul, the narrator, that he had problems in school, but did great on track. He wanted to show that you can't be great at everything so easily. You have to keep trying and sooner ot later, you will accomplish the goal you were reaching for."
1618,8_21571,8,0,"The background information about Mr. Leonard has a great effect on Paul because he was just like him. Paul was on his way to the Learning Center because he cant read and Mr. Leonard was a good track player like Paul but the problem was that he couldnt read either. So Mr. Leonard did not want the same thing that happened to him, happen to Paul because he knows he had something going for himself until he flunked out of college. It would probably make him proud to see Paul pick up his mistakes, run track and know how to read."
2374,8_22327,8,0,The effect that the background information the narrator has on Paul is he was a great runner but he lost all of his things such as his scholarship because his grades were not good enough for the college he was accepted to.
6,8_19959,8,0,"The effect on Paul about Mr. Leonard was that it don't matter how smart you have to play sports, but it's best that you still care for your school!"
785,8_20738,8,0,PAUL SEES THAT JUST BECAUSE YOU CANT DO SOMETHING RIGHT YOU CAN WORK HARD TO OVERCOME ANY OBSTACLE.
2390,8_22343,8,0,paul was a good kid in school. he was one of the selected students in the remedial reading programs
1250,8_21203,8,0,Mr. Leonard was a poor reader and the effect that background information has on Paul the emotions in Mr. Leonard words were all to familiar they knew them well.
221,8_20174,8,0,"Mr. leonard is like Paul, a poor reader. so he feels bad for him. also he sees himself in him by taking him to the track. He is good at track just like he was. Also he was a poor reader and thats why he flunked out of college."
1153,8_21106,8,0,That infomation effected paul by feeling that he has been let down. He looks up to Mr. Grabowski and now sees a fall between the two.
996,8_20949,8,0,"Paul, was a good athlete, but not a good student. He had no learning centes in school. o relied on friends to help get him by, even thou he worked hard, and went to college."
1910,8_21863,8,0,"Paul finds out from the track coach that Mr. Leonard was once a national champion in college. He then confronts Mr. Leonard about it and gets the whole story. Mr. Leonard confesses that he was a bad student and ended up flunking out of college. This helps Paul realize that even though he's good at hurdles, he needs to stay on top of his school work."
581,8_20534,8,0,The coach for the track team tells Paul to look up Grabowski on the website when he got home. When he did this he relizes that the man who had been teaching him to hurdle was once a record breaking great athlete. When paul confronts him about this Grabowskibegins telling Paul about his past and how he had actually lost his scholarship and flunked out of college because he could not read. That's when Paul learns that he couldn't read either then Paul decides to help his trainer 'train' learn to read.
1181,8_21134,8,0,"When Paul gets the background information about Mr. Leonard, it effects Paul because just like Leonard he can't read. But they both are good at hurdles, only bad thing is that Leonard coldn't get through college because he couldn't read. So that could have a huge effect on Paul because he doesn't know how to read."
851,8_20804,8,0,Leonardo was a hall monitor and he keeped the crowed moving at all times. He never gave up. Paul learned alot from him and he used that in life.
2021,8_21974,8,0,They got him to jump over a huedle.
661,8_20614,8,0,"The details we receive from reading the story show the reader several things about Mr. Leonard.  The first point which is given to us shows us that Mr.Leonard is a strict man.  However we also read that Mr.Leonard has a softer side to him which he does not show when he works as a hall monitor.  However as the story progresses we continue to show that Mr.Leonard cares about what happens to Paul.  At the end of the story we see the reason why Mr. Leonard cares about Paul.  Mr.Leonard does not want what happened to him also happen to Paul, as Mr.Leonard flunked out of college because he could not read just like Paul."
742,8_20695,8,0,It makes paul ask why Mr. Leonard did not tell him this
1345,8_21298,8,0,he is sad. he remembers back when he was doing that in highschool. he tells paul about how he use to couldnt read.
1786,8_21739,8,0,It tells Paul that he can do something that is worth his time and effort. It explains to Paul that he is capapble and he just has to start learning now because college is just as hard if not harder.
2036,8_21989,8,0,The background information on Mr. Leonard at the begining of the story tells the reader that Mr. Leonerd is a strick guy whom everyone lision to.
2108,8_22061,8,0,paul is difrrent from them becaus he thinks that hes better then the other people and that he only knows how to do things his way and thats how its going to be he also thinks that he can do anything in life whitch is not like that you have to learn from it and then experice what you been throught after alking about it. he acts more like a kid trying to remmember that happen during his child hood back then and trying to interact with other people acepting him because of who ihe is not because of how he look aae
2369,8_22322,8,0,The background information about Mr. Leonard that Paul is effected by is that Mr. Leonard isn't the best reader ever and Paul was going to the Learning Center for reading help. Paul thought Mr. Leonard had gone to college. Paul had then found out that Mr. Leonard was a track runner and not a very good student in school. That had effected Paul.
534,8_20487,8,0,Paul finds out that Mr. Leonard was a college hurdler and this makes him wonder what happend. He later finds out that Mr. Leonard is just like him. He has trouble with reading and so he was flunked out of college.
1878,8_21831,8,0,Mr. Leonard was a track star and kneow what he was talking about when he was helping out Paul with his track. Paul knew somthing was up when the track coach smiled when he heard Mr. Leonards name.
2384,8_22337,8,0,"Mr. Leonard did not learn how to read well when in high school, so when he found Paul going to the learning center he felt the empathy to help him and train him, 'The emotions in Mr. Leonard's voice were all too familiar to me. I knew them well- feelings of embarassment when I was called upon to read aloud or when I didn't know an answer everyone else knew."
391,8_20344,8,0,the During is the story reader gets background information because the no they have to do because not more.
65,8_20018,8,0,why do i have to take this test
1573,8_21526,8,0,To let Paul now that he has to do his best in school. To have funny in sports and keep your grades up.
993,8_20946,8,0,"Mr. Leonard has kind of the same problems as Paul. Mr. Lenoard was a good athlete, but did poorly in school. He relied on friends to help him get by. Mr. Leonard had problems with reading and fluked out of College because of it."
2392,8_22345,8,0,'Things were different back then''.The college scouts told him that his grades didn't matter.
1978,8_21931,8,0,Paul didn't understand why Mr.Leonard didn't tell him about his records or achivments in college until Mr. Leonard told him about his life and how he was not very good at reading.
295,8_20248,8,0,He is curious on what happened to Mr. Leonard and wants to know more about him.
421,8_20374,8,0,Pauls track coach asked who helped him learn and get so good at hurdles. When Paul told him Mr. Leonard the coach gives him an URL and has Paul look it up on his computer.Paul finds out that Mr. Leonard was the guy who broke the records. He also found out about how he couldnt read and fluncked out of collage.
2387,8_22340,8,0,the background information makes Paul upset because Mr. Leonard didnt tell him.
1220,8_21173,8,0,The background information that Paul gets about Mr. Leonard makes Paul upset. Paul feels sorry curious about it. Paul pointed to the picture and asked Mr. Leonard about it.
2022,8_21975,8,0,In this story Mr.Leonard looks and see how he is going to be like. He keep askingh stuff about him. He also stay in the staiwell because he kniows taht Paul leaves classes early eveyday because he knew thathe cant leave. So he follow him and mad sure that he has help to read and he is a teacher that helps people with problems.
2376,8_22329,8,0,"The effect that the background information has on Paul is that Mr. Leonard told him the college scouts told him that his grades didn't matter, that he would have tutors to help him, but also that he thought college is a whole lot harder than high school. He went on to say that he lost his scholarship and flunked out of high school. He mentioned that no other school wanted a runner who couldn't read. The effect was that Paul felt bad for him but he felt the same way, so there wasn't much of an effect. If there was any effect, it was emotionally."
1542,8_21495,8,0,"The effect of the backround information is that the narrator was having trouble in school, just as Mr. Leonard did in college. It also shows that if you do not work your hardest at what you are doing, you will not meet your expectations."
216,8_20169,8,0,The background that Paul got of Mr.Leonard effected him possitively. Now that Paul knows just because you can't read doesn't mean you can't do anything you put your mind to.
1860,8_21813,8,0,He wanted people to move along and he advise the shuffing crowed.
1065,8_21018,8,0,"The effect that background information has on Paul is that Paul can't read and when mr. Leonard was younger he flunked out of college and didn't want Paul to flunk, so he pushed him."
405,8_20358,8,0,"The effect on paul it had, was a choice we didnt know Mr. Leonard had when he was in college.  After paul saw that he had been a track star in college, but also fluncked out because he couldnt read.       He want to make him proud so he started reading as much as he could, and did track and field for him as a sport at his school.  Mr. Leonard was embarresed about what he did in high school but Paul wasnt"
838,8_20791,8,0,When paul recieved the background information he had questions for Mr. leonard. Paul wondered
1133,8_21086,8,0,They both have the same problem not being able to read and do good in school.
1043,8_20996,8,0,"He told him to meet him at 2:30pm. Then with all the trainning. He eneded up telling him that he was in high school and ran track. And ended up going to collage and droped out cause, the school didnt want some kid that couldnt read."
468,8_20421,8,0,Paul is the type of kid that is shy and that is always picked last when it comes to sports.
2245,8_22198,8,0,The effect the backgropund information has on Paul is that he has trouble reading and so does Mr. Leonard. This story shows it by Paul having to go to the remedial reading program with a tutor. This story also shows it by Mr. Leonard telling Paul that in college that there weren't any programs like the one that he has.
625,8_20578,8,0,"The background information helps Paul realize why Mr.Leonard is so interested in hurdling, but then leads him to wonder why it is that Mr. Leonard is trying to help HIM learn to jump hurdles rather that anyone else."
1306,8_21259,8,0,He (the narrator) finds out that Mr. Leonard was once a star athelete at his college but dropped out because of grades.
939,8_20892,8,0,The effect after Paul figured out about Mr. Leonard's past was really good for him because Mr. Leonard had the same probolems with reading and his grades but back then it didnt matter what your grades were. It was showing Paul that if he put his mind to it and tried hard he could acomplish anything he set his mind to.
1606,8_21559,8,0,Tge effect causes Paul to get nerves.
1644,8_21597,8,0,The effect that the background information has on Paul is didn't know that Mr. Leonard had dropped out of college and he also didn't know that he got his scholarship taking away and he was really unhappy about that so Paul decided to make Mr.Leonard happy again.
396,8_20349,8,0,Well Mr. Leonard is has a-lot of background info on Paul and he wants to stay out of trubble so he takes the info.
1769,8_21722,8,0,Paul learns that Mr. Leonard is not vary smart. The narrator tells Mr. Leonard that it is time for his training what means that Paul is going to teach him to become better.
614,8_20567,8,0,He is a  good people he  is smart he is a inteligent and hava a talentenyng and  he wanr mark the diferent adn the other people.
749,8_20702,8,0,because things where different in college and evrything.
452,8_20405,8,0,Mr.Leonard dose not want Paul to know what had happen to him when he was in colloge. He is afrade if he tells Paul what happen to him Paul might give up and not go out and try for track.     Mr.Leonard wants Paul to go and try for track and see how Paul likes track. If Paul dose not like track then Mr.Leonard can tell Paul what happen to him when he was in track.
1809,8_21762,8,0,"The both of them have similar problems. Mr Leonard can't read, just like Paul. Both Paul and Mr. Leonard like hurdling."
2069,8_22022,8,0,It kinda made him disappointed becuase Mr. Leonard never told him anything abou thow good of an athlete he was. Mr. Leonard also never told him that he could't read either.
1808,8_21761,8,0,When i got to met Mr .Leonard is when i started middle school.
1229,8_21182,8,0,Paul finds out that Mr. Leonard was a college athlete and realises he has a great coach. This helps hm get a chance to work out with the highschool coach.
2159,8_22112,8,0,"It confuses Paul because Mr. Leonard was so good at track, he didn't know why he stopped running.  Paul askes Mr. Leonard why he stopped running."
1668,8_21621,8,0,It brings out memories from his past about breaking records. It also brings out the time when he flunked out of college because his grades wasn't good at all.
1866,8_21819,8,0,In this story yes you do get to know personal infromation about Mr.Leonard. You get to leatn that he was just like Paul haveing a learning disablity. Not being able to read really well for someone his age. He was a great runner but his grades didnt help him allot.      When Mr.Leonard went into college he did great as a runner but tearably as a student he then flunked out of his college and lost his grants and schoolerships.
972,8_20925,8,0,"When Paul is in school and he has gym class, he is usually always the one thats picked last when it comes to games and sports. He wants to learn how to do a sport good so he doesn't have to be picked last in everything."
1357,8_21310,8,0,He doesnt want to be like Mr. Leonard and be good at a sport then fail school.
693,8_20646,8,0,THAT MR. LEONARD WANT TO COLLEGE AND RUN TRACK AND FIELD AND THAT HE SHOULD COACH IT.
1123,8_21076,8,0,he sees that he is trying to get him to do something with his life he doesnt want to see him end up in the situation he was in. he knows the kid is trying to read and that he should do something else to motivate him. Leonardo is trying to be a roll modle and make a difference in teh kids life.
2091,8_22044,8,0,Paul probably felt special when he found out that Mr. Leonard has broken national records in hurdling and wanted to train him.  He must have felt like Mr. Leonard cared about him.
328,8_20281,8,0,"Paul feels that Mr. Leonard could have went places but, him not knowing how to read stopped him."
1844,8_21797,8,0,"Paul sees that Mr.Leonard was a good and that he even broke recods n the 400meter hurdles. But Mr.Leonard told him he could not read he did not go pro. Mr.Leonard is try to tell him to keep reading, cause without it you cant do a lot of thing."
876,8_20829,8,0,"That he was a good athlete, but not a good student. Mr. Leonard won the 400 meter hurdles at the nationals."
1387,8_21340,8,0,"The background information about Mr. Leonard when he was a freshman in collage is similar to what is wrong with Paul. Paul has troubles reading and so does Mr. Leonard, Paul is a rare child that get chossen last in every sport.     Mr. Leonard was one of those kids in school because he couldnt read, so everyone choose him last in every sport. Mr. Leonard came cobncerned when he stopped Paul in the hallway at achool and asked him where he was going when Paul said the kearning center because i dont know how to read.     Both of them were tired of being choosen last in everything no matter what it was."
435,8_20388,8,0,swooooop
1923,8_21876,8,0,The effect that it had was question. The reson for that is he wondered why Mr. Leonard didnt tell him about it.
303,8_20256,8,0,HE CANT READ SO HE FEELS BAD FOR HIM
108,8_20061,8,0,That Mr. Leonard Grabowski and Paul are alike in many ways.  They were both wanted to be in track but they couldn't becuse they were not good enough so everybody thought. So Then Mr. Leonard was the best 400 meter runner. So that made Paul want to be just like him.
2373,8_22326,8,0,"The background information helps the narrator learn more about Mr. Leonard and his past. It also informs Paul of why Mr. Leonard is helping him with the hurdles on the track. By looking up the background information, Paul learns that Mr. Leonard was a famous track star that won the 400 meter hurdles at the nationals. He also learns that Mr. leonard flunked out of college and lost his scholarship because he could was illiterate. Then he realized why Mr. Leonard was so empathetic when Paul said he could not read either."
1432,8_21385,8,0,Paul was a great athlete but he cound not read. Paul didnt know who Mr. Leonard was and Mr. Leonard liked that because he was embarresed of not being able to read. when he did find out paul didnt care until he started coaching him and helping him with his sport.
265,8_20218,8,0,"Mr. Leonard was a good athlete but not a good student like Paul. Mr. Leonard had the same problem as Paul but didn't have learning centers in high school, he had to use his friends for help, but it was still too hard for him."
892,8_20845,8,0,the background information that they had on him was things about when he was in college and he had bad grades and he couldn't go out for scouts.
280,8_20233,8,0,The Information has a big effect on Paul because he was wondering why Mr. Leonard was wanting him to run track. He finds out that Mr. Lenord was a College star in hurdles and he could not read well eather so he wanted Paul to have a life like he wanted to have.
727,8_20680,8,0,"Paul finds out that Mr. Leonard was a great athlete in college and that he had broken many track records, while winning nationals. So, Paul then knew that he had been coached by a great athlete. He then finds out that Mr. Leonard wasn't such a good student, and that he flunked out of college. This reminded him of himself, he was good at running but not too good at school. After finding that out, he wants to help Mr. Leonard how to read, just like Mr. Leonard taught him how to do hurdles."
498,8_20451,8,0,He is proud that Mr. Leanord is going to help him with his reading trouble.
1568,8_21521,8,0,The background information changes the way the reader looks at Mr.Leonard. He sees him now as a great athlete because he broke records in college.
513,8_20466,8,0,it has a big effect on him.
297,8_20250,8,0,That Mr. Leonard was a really good athlete but he wasn't the greatest student. He didn't have a scholarship and didn't make it threw college. He also didn't know how to read.
2006,8_21959,8,0,Because Paul Flunked college so its gonna be hard on him to play a sport an be a pro or anything like that causes he didnt do well in college.
1784,8_21737,8,0,"Mr. Leonard didn't do well in college.Evidence' Things were different back then,' he replied. 'The college scout's told me that my grades didn't matter, that I'd have tutors to help me, but college work is a whole lot harder than high school work. I lost my scholarship and flunked out. No other school wanted a runner who couldn't read.'"
1423,8_21376,8,0,It kind of shows him what kind of person Mr. Leonard was back then.
1875,8_21828,8,0,That he was a great at hurdles. Collages wanted him to go to the school. They collage scouts told him that his grades didn't matter. Collage was a whole lot harder than high school. He flunked out of all this scholarships.
741,8_20694,8,0,It makes Paul curious. You can tell this because he asks Mr. Leonard why he he had not ever mentioned it to him. Another reason you can tell it makes him curious is because Paul asks other questions about Mr.Leonards past like 'What Happened.'
948,8_20901,8,0,I DISTINGUISHED MYSELF FROM THE MASSES BY BEING ONE OF A SELECT FEW IN THE REMEDIAL READING PRGRAM.
167,8_20120,8,0,"Paul would have almost the same background as him, except pauls would be about high school."
1120,8_21073,8,0,"Paul realizes that he needs to learn to read if he is going to be successful in hurdling because Mr. Leonard had to quit what he was loved doing because he couldnt read, and thats what makes him realize."
1583,8_21536,8,0,It made him fill bad.
2317,8_22270,8,0,The effect that the background information gave on Paul is that he should try to do the things that you think that you cant do. IF you have the right help and support you can do anything. He shouldnt give up just because he can't do things other kids can. You can do anything if you just try.
2203,8_22156,8,0,The effect that the information about Mr. Leonard has on Paul is Paul doesn't do that well in school just like Mr. leonard didn't.
453,8_20406,8,0,Mr. Leonard's background information has an effect on Paul because he left his English class early Monday through Friday to meet Mr. Leonard at 2:30 at the learning center in the basement of his school. He helped Paul practice hurdles. Rain or shine they still practiced.
2187,8_22140,8,0,When Mr.Leonard told Paul how good of a athlete he was in college he wanted paul to believe in himself and do something that he might like to do.He also didn't want paul to make the same mistake that he did.
796,8_20749,8,0,The efect that Mr. Leonards has on Paul is that he is in the same position as Mr. Leonard and he does not want to take the same route as Mr. Leonard and ruin the chances of having something good going for him.
193,8_20146,8,0,The backgroung information affected Paul by letting him know Mr. Leonard can't read too.  This shows Paul that he can get better and not give up.  It also build his relationship with Mr. Leonard by going to the learning center together.
950,8_20903,8,0,The information about Mr. Leonard being a top athlete as a freshman in college and setting records explains to Paul why he is such a good coach to him on the track. But later found information about Mr. Leonard losing his scholarship and flunking out of college explains why Mr. Leonard is so suspicious about why Paul goes to the learning center.
2012,8_21965,8,0,paule is comming to the understanding about the guys problem and is trying to make him feel better by saying he had the problem at one point and time
719,8_20672,8,0,The background information on Mr. Leonard is very important because it explains why Mr. Leonard is trying to make sure Paul can get better at being aan athelete.
502,8_20455,8,0,It shows me as the reader how Paul's life is and what he has to go through. When it shows me that it creates a bond between the character and the reader. Details from the story that support this are ones like ' When you're the last guy chosen for teams in gym class'.
1884,8_21837,8,0,"Mr. Leonard was telling the author that he was a good kid, and told him that he was doing very good. Mr. Leonard trained him, and got him ready for the big track meet tonight. Then the author found out that Mr. Leonard flunked out of college, but that didn't seem to bother the author."
1924,8_21877,8,0,I think that all the background history that Paul finds out about Mr.Lenoard is a big change for him and that he needs to learn more about him to feel comfortable to play the sport that he is being trained in and that Mr.Lenoard is feeling bad because he didn't let Paul know ahead of time what type of background he had.
1549,8_21502,8,0,"The effect on paul was, like he was feeling sad for Mr. Leonard beacus Mr. Leonard was a good runner but he did not do very good in school. (i lost my scholarship and flunked out. no other school wanted a runner who couldn't read.)"
2305,8_22258,8,0,the backround information about Mr.Leonard says that he was just concernd about paul and who els ever joined the hurdles . Mr. leonard wanted to look out for the students who was on the track and field.
622,8_20575,8,0,i think paul is a great guy
426,8_20379,8,0,Paul feels the effect that Mr. Leonard flunked out of college a lot. It helps Paul not feel so dumb that he goes to the learning center to get help reading when Mr. Leonard can't even read. This helps him become better at track as well because Mr. Leonard was awesome at track and he couldn't read either.
616,8_20569,8,0,Mr. Leonard didn't want to tell Paul about him being a track star in college becuase maybe he was ashamed that he had flunked out and didn't want him to know that he had trouble in school sometimes too.
891,8_20844,8,0,"During the story Paul gets some backround information about Mr. Leonard. Paul learns that Mr. Leonard broke records and was a college freshman who won the 400 meter hurdles at nationals. Paul learns Mr. Leonard was an outstanding athlete, but not a good student. As the story continues, Paul learns that Mr. Leonard could not read and then flunked out of school. Mr. Leonard was very dissappointed in himself and embarassed."
1612,8_21565,8,0,"It effects Paul because at first that he didn't know that Mr. Leonard was an athlete. after Paul found out that Mr. Leonard was an athlete that changed Paul. Mr. Leonard told Paul that he wasn't good at reading at all. so, after Mr. Leonard helped Pau out with his problem. Paul helped Mr. Leonard with his problem."
2214,8_22167,8,0,the high school coach gave paul the url to see what mr.Leonard was back then.
1569,8_21522,8,0,Paul now knows why he is trying to train him. Mr. Leonard wants someone that was like him in high school do better then him and have a better chance in college. not only in college but also in life.
1127,8_21080,8,0,he had an effect on paul because he tryed so hard to be a good student.
413,8_20366,8,0,The backround information of Mr. Leonard efects Paul because he learned how good of a track star Mr. Leonard was. He knew what he was talking about so he did what Mr. Leonard said and became a good track star himself.
517,8_20470,8,0,The informactin that pauls learns about Mr leonard is very shocking and confused about him
229,8_20182,8,0,It shows him that even though Mr. Leonard can't read that he can still do other things just as well as other people. It also shows him that he will need to try hard and never give up.
924,8_20877,8,0,"The effect it had on Paul was that basically he could be a great athlete but he would have to have his grades right also.He was a college freshmen who won the 40 meter hurdkes at nationals, but he couldnt read."
501,8_20454,8,0,"The information about Mr. Leonard shows Paul that if you give up on  learning  or in his case trying than you could possibly loss some of the the other things you care about, such as Mr. Leonards love for track."
190,8_20143,8,0,"The effect that the background information about Mr. Leonard had on the reader is that Mr. Leonard could not read and he was trying to help someone that was also in his postion, so it shows that he is a kind man that cares about people and helps people if they need it.  The effect that the background information has on Paul is that he realizes that he can be successfull, just like Mr. Leonard, even though he can not read."
2213,8_22166,8,0,He was excited to read about it and wanted to know what had happened and why he didnt keep running track for college.
1980,8_21933,8,0,Paul feels as if he should get on the team for the school and do good for Mr. Leonard because Mr. Leonard gave him lessons on how to do it. Also Paul feels as if he wins it will make Mr. Leonard feel accomplished and very proud.
457,8_20410,8,0,The effects on Paul of the background information is that he is being coached by a top athlete and he wonders what happened to him.
1874,8_21827,8,0,The backgroung information shows you what kind of person he is in real life.
1710,8_21663,8,0,it is like look at this poor man he looks out for us in the hall way but he cant evern read  a pass it is sad in a why that that is his job and he cant even read the passes i feel sad for him.
1750,8_21703,8,0,He wondered why he would be a hall monitor when he was so good.
175,8_20128,8,0,"Mr. Leonard used to be a good track star, but ended up dropping out because he couldn't read. When Mr. Leonard finds out Paul can't read he helps him get better at hurdles. Then since Mr. Leonard helped Paul get better at something, Paul helps Mr. Leonard get better at something he was bad at."
1316,8_21269,8,0,"1) It gives/shows Paul confidence and a lot of answers in life. He figured out why Mr, Leonard asked him what his name was, even though he read his hall way pass everyday. Also, whenever Mr. Leonard asked Paul if he plays basketball he said no, so he took him out to the track where he is a suprerstar at. Mr. leonard was just like Paul but he wants Paul to succsed in life and college."
1863,8_21816,8,0,"Learning about the past that Mr. Leonard had made Paul want to go for what Mr. Leonard thought was good for him. Also, because Mr. Leonard had the same learning disability as Paul did."
1868,8_21821,8,0,"At first in the story paul does not like Mr. Leonard. He was a hall monotor and always yelled at the kids to get to class. Then during gym class one day he stopped paul and had a talk with him. He told him to jump over a hurdle. He was not very good at this at first ,but he decided that he wanted to keep training with Mr. Leonard every monday and friday. After a while he was on the track running in front of the high school coach. the coach went up to paul ,and ask him how he got so fast. Paul said I have been training with Mr. Leonard. The high school coach said he wanted him to try out for the high school track team. That is how Mr. Leonard had a effect on Paul."
743,8_20696,8,0,"Paul feels bad for Mr. Leonard because he has the same problems as him. At the end of the story, Paul says to Mr. Leonard, indirectly, that he was going to help him learn how to read."
582,8_20535,8,0,Mr. Leonard use to be a runner as well.
143,8_20096,8,0,The background information about Mr. Leonard are that Mr. Leonard broke records when he was a freshmen in college that won the 4oo meter hurdles at the nationals. He was not that good in school and only went to college cause he was a good athlete so he flunked out and didnt gradute. They didnt have learning places back then.
572,8_20525,8,0,"Paul confronts Mr.Leonard about the information he has discovered and, talks about how come Mr.Leonard didn't tell him about him breaking track records.He also asks what happened to him breaking records and mr.Leonard told him he flunked out of college."
201,8_20154,8,0,The background information influences Paul. It is because of the information that he wants to join the track team.
1847,8_21800,8,0,it makes him thinck about whats going on and how he can go to the learning center and get help
726,8_20679,8,0,"The background information had a negative effect on Paul. Paul saw that he was an amazing track runner, but now he's just a hall monitor. What happened to his big chance in a good carer? So it kinda gave Paul a loss in hope for sucess."
2071,8_22024,8,0,It helped because its information and any information normally helps or clears things up.
1212,8_21165,8,0,Paul was going to help the teacher with things he needed help on.  he did this by walkin towards the school telling Mr. leonard it was time for his training.
224,8_20177,8,0,Paul ask Mr. Leonard why he kept such a proud accomplishment from him.
683,8_20636,8,0,The information makes Paul realize that Mr. Leonard needed help with schoolwork to. He found out he was a good hurdeler but couldnt do college work and wanted to help him.
1564,8_21517,8,0,Paul didn't know that Mr. Leonard was a college track and field athlete which affected him in som many ways.
1502,8_21455,8,0,he sees that mr. leonard used to be a track star
1498,8_21451,8,0,Mr. Leonard was just like Paul. He could not read but he could run. Just like Paul. Mr. Leonard wanted something out of this kid so he could live his memory through someone else. He did not want to Paul ot end up like himself. He just wmated Paul to be the best athlete in track and get good grades so another kid doesnt easte his talent like he did.
415,8_20368,8,0,he is  trying to save the worlkd
469,8_20422,8,0,Paul is very confused and wants to know what happened to his amazing career as a track and field runner. He then learns the truth and is better motivated to continue working and help Mr. Leonard
1915,8_21868,8,0,It shows him what might happen if he does not try to push himself in his academics.
803,8_20756,8,0,The effect on the background that he has on Paul was because on lines 3 and 4 Mr.Leonard talks and says 'Hey my friend where do you think you are going' Then Paul says the 'Learning Center' then he tells him that he can't read and later finds out that he excels in track later in the story.
