id	prompt	score
zh_100140	10	1
zh_100141	10	0
zh_100142	10	1
zh_100143	10	2
zh_100144	10	1
zh_100145	10	0
zh_100146	10	0
zh_100147	10	0
zh_100148	10	0
zh_100149	10	1
zh_100150	10	0
zh_100151	10	0
zh_100152	10	0
zh_100153	10	1
zh_100154	10	1
zh_100155	10	0
zh_100156	10	0
zh_100157	10	0
zh_100158	10	1
zh_100159	10	0
zh_100160	10	1
zh_100161	10	0
zh_100162	10	1
zh_100163	10	0
zh_100164	10	0
zh_100165	10	1
zh_100166	10	2
zh_100167	10	2
zh_100168	10	0
zh_100169	10	0
zh_100170	10	0
zh_100171	10	0
zh_100172	10	1
zh_100173	10	0
zh_100174	10	0
zh_100175	10	0
zh_100176	10	0
zh_100177	10	2
zh_100178	10	0
zh_100179	10	1
zh_100180	10	0
zh_100181	10	0
zh_100182	10	1
zh_100183	10	0
zh_100184	10	1
zh_100185	10	0
zh_100186	10	1
zh_100187	10	1
zh_100188	10	2
zh_100189	10	0
zh_100190	10	0
zh_100191	10	1
zh_100192	10	0
zh_100193	10	1
zh_100194	10	1
zh_100195	10	1
zh_100196	10	0
zh_100197	10	0
zh_100198	10	0
zh_100199	10	0
zh_100200	10	0
zh_100201	10	0
zh_100202	10	1
zh_100203	10	0
zh_100204	10	2
zh_100205	10	1
zh_100206	10	0
zh_100207	10	1
zh_100208	10	2
zh_100209	10	0
zh_100210	10	0
zh_100211	10	1
zh_100212	10	2
zh_100213	10	0
zh_100214	10	0
zh_100215	10	0
zh_100216	10	0
zh_100217	10	0
zh_100218	10	2
zh_100219	10	0
zh_100220	10	0
zh_100221	10	1
zh_100222	10	0
zh_100223	10	0
zh_100224	10	0
zh_100225	10	2
zh_100226	10	1
zh_100227	10	0
zh_100228	10	1
zh_100229	10	0
zh_100230	10	0
zh_100231	10	1
zh_100232	10	0
zh_100233	10	0
zh_100234	10	1
zh_100235	10	0
zh_100236	10	1
zh_100237	10	1
zh_100238	10	2
zh_100239	10	1
zh_100240	10	1
zh_100241	10	0
zh_100242	10	0
zh_100243	10	0
zh_100244	10	1
zh_100245	10	0
zh_100246	10	0
zh_100247	10	0
zh_100248	10	0
zh_100249	10	1
zh_100250	10	0
zh_100251	10	0
zh_100252	10	0
zh_100253	10	1
zh_100254	10	2
zh_100255	10	0
zh_100256	10	0
zh_100257	10	1
zh_100258	10	0
zh_100259	10	0
zh_100260	10	1
zh_100261	10	0
zh_100262	10	0
zh_100263	10	0
zh_100264	10	0
zh_100265	10	0
zh_100266	10	0
zh_100267	10	0
zh_100268	10	1
zh_100269	10	1
zh_100270	10	0
zh_100271	10	2
zh_100272	10	0
zh_100273	10	0
zh_100274	10	0
zh_100275	10	2
zh_100276	10	0
zh_100277	10	0
zh_100278	10	0
zh_100279	10	0
zh_100280	10	0
zh_100281	10	0
zh_100282	10	2
zh_100283	10	0
zh_100284	10	0
zh_100285	10	0
zh_100286	10	1
zh_100287	10	1
zh_100288	10	1
zh_100289	10	0
zh_100290	10	0
zh_100291	10	1
zh_100292	10	1
zh_100293	10	0
zh_100294	10	1
zh_100295	10	0
zh_100296	10	0
zh_100297	10	2
zh_100298	10	0
zh_100299	10	0
zh_100300	10	2
zh_100301	10	0
zh_100302	10	1
zh_100303	10	0
zh_100304	10	1
zh_100305	10	0
zh_100306	10	2
zh_100307	10	0
zh_100308	10	0
zh_100309	10	2
zh_100310	10	0
zh_100311	10	0
zh_100312	10	0
zh_100313	10	1
zh_100314	10	0
