id	prompt	score
zh_020184	2	1
zh_020185	2	1
zh_020186	2	2
zh_020187	2	0
zh_020188	2	0
zh_020189	2	0
zh_020190	2	1
zh_020191	2	1
zh_020192	2	0
zh_020193	2	0
zh_020194	2	3
zh_020195	2	0
zh_020196	2	0
zh_020197	2	0
zh_020198	2	0
zh_020199	2	2
zh_020200	2	2
zh_020201	2	1
zh_020202	2	2
zh_020203	2	2
zh_020204	2	0
zh_020205	2	1
zh_020206	2	1
zh_020207	2	0
zh_020208	2	0
zh_020209	2	1
zh_020210	2	1
zh_020211	2	0
zh_020212	2	1
zh_020213	2	2
zh_020214	2	0
zh_020215	2	0
zh_020216	2	2
zh_020217	2	0
zh_020218	2	2
zh_020219	2	1
zh_020220	2	1
zh_020221	2	1
zh_020222	2	1
zh_020223	2	0
zh_020224	2	0
zh_020225	2	0
zh_020226	2	0
zh_020227	2	0
zh_020228	2	1
zh_020229	2	1
zh_020230	2	1
zh_020231	2	0
zh_020232	2	1
zh_020233	2	0
zh_020234	2	0
zh_020235	2	0
zh_020236	2	0
zh_020237	2	2
zh_020238	2	2
zh_020239	2	2
zh_020240	2	2
zh_020241	2	2
zh_020242	2	0
zh_020243	2	1
zh_020244	2	1
zh_020245	2	0
zh_020246	2	1
zh_020247	2	0
zh_020248	2	0
zh_020249	2	2
zh_020250	2	0
zh_020251	2	0
zh_020252	2	0
zh_020253	2	1
zh_020254	2	3
zh_020255	2	1
zh_020256	2	1
zh_020257	2	3
zh_020258	2	2
zh_020259	2	2
zh_020260	2	0
zh_020261	2	1
zh_020262	2	0
zh_020263	2	0
zh_020264	2	1
zh_020265	2	0
zh_020266	2	1
zh_020267	2	0
zh_020268	2	1
zh_020269	2	1
zh_020270	2	0
zh_020271	2	1
zh_020272	2	1
zh_020273	2	2
zh_020274	2	1
zh_020275	2	1
zh_020276	2	2
zh_020277	2	1
zh_020278	2	1
zh_020279	2	1
zh_020280	2	0
zh_020281	2	1
zh_020282	2	1
zh_020283	2	2
zh_020284	2	2
zh_020285	2	0
zh_020286	2	0
zh_020287	2	2
zh_020288	2	0
zh_020289	2	1
zh_020290	2	1
zh_020291	2	2
zh_020292	2	0
zh_020293	2	2
zh_020294	2	1
zh_020295	2	0
zh_020296	2	1
zh_020297	2	1
zh_020298	2	2
zh_020299	2	0
zh_020300	2	0
zh_020301	2	1
zh_020302	2	1
zh_020303	2	1
zh_020304	2	1
zh_020305	2	0
zh_020306	2	1
zh_020307	2	0
zh_020308	2	0
zh_020309	2	1
zh_020310	2	0
zh_020311	2	0
zh_020312	2	0
zh_020313	2	1
zh_020314	2	2
