id	prompt	score
es_32SCWG5HIJHJZCR5QQBYE2JL9DO6PE	10	1
es_32SVAV9L3HMDFPYLI5V3H4I671K3AW	10	1
es_32UTUBMZ7I92A85W8T15VAUVA57BV3	10	2
es_32ZKVD547H0IYZ3DOJVZCF2CL9U3BS	10	1
es_32ZKVD547H0IYZ3DOJVZCF2CNTK3BO	10	1
es_336YQZE83XRHV5UETR915SBQC7QM5Y	10	1
es_337RC3OW07FENHR8Z6QZ9DQ0M1BVL4	10	1
es_338JKRMM28CS9X5KXQK5LYJGR9LAH0	10	2
es_33CID571066UB8PPFWKTQIYHUEG3L6	10	2
es_33CKWXB73LXLBY76ZIORIAA6YV711U	10	2
es_33F859I568QXS7AC34K1G93M3X8BH4	10	1
es_33FOTY3KEOY5Y1H4FFDBZ6TX3JA1CF	10	2
es_33ISQZVXPRZPL4R2VC2VG2CO716CCR	10	0
es_33ISQZVXPRZPL4R2VC2VG2CO728CCV	10	1
es_33IZTU6J83ETVJRTJUOI9K1G1MUXST	10	1
es_33IZTU6J83ETVJRTJUOI9K1GXNVSXN	10	1
es_33LKR6A5KGXMKIJF1181OGT1VA71T9	10	0
es_33PPUNGG3AI6ZZRV5NCYGVCVMHIZR6	10	1
es_33TIN5LC06N0Q9L4FKATB33ZAK99Y5	10	2
es_33UKMF931BXNT2VO3KSBUMCWQO2TT7	10	2
es_34BBWHLWHCOPC5J74DYI3ZHMF5OWI7	10	1
es_34FNN24DCOMHPMJSCUXCZNYXHNO5YZ	10	1
es_34FNN24DCOMHPMJSCUXCZNYXHZGY58	10	1
es_34FNN24DCOMHPMJSCUXCZNYXLCB5Y4	10	1
es_34HJIJKLP79IP9KNTERINWOPZAPV49	10	2
es_34HJIJKLP79IP9KNTERINWOPZILV4L	10	1
es_34MAJL3QP60YD0I494LC41W681F34P	10	2
es_34PGFRQONQOL7G3DMVJIF0WMPE7WJY	10	1
es_34Q075JO1ZQL49MO3ZKR45RWT4110T	10	1
es_34QN5IT0T143F9692KT6JFE477Y805	10	2
es_34QN5IT0T143F9692KT6JFE4CUG08U	10	2
es_34S9DKFK752LFBPYGUTYT4YJEU6YNE	10	2
es_34T446B1C2R5RCWMJW9BL1AN5TW0CE	10	1
es_34V1S5K3GUEY7PBY91F1SCJ64DX96L	10	1
es_34V1S5K3GUEY7PBY91F1SCJ683896G	10	2
es_34X6J5FLPVBGNJ7RAMKCNBE03JPQJ1	10	2
es_351SEKWQS2UCZI978XRK34ZILU7MDX	10	2
es_352YTHGROXQD78P3OPAE8VXGV0S4HK	10	0
es_352YTHGROXQD78P3OPAE8VXGYDI4H3	10	1
es_354P56DE9MGZG4L21HKKFLOSR8H7SW	10	1
es_354P56DE9MGZG4L21HKKFLOSSBAS7H	10	0
es_358010RM5G69NB8XDPTNK7LNS8OXVQ	10	1
es_358010RM5G69NB8XDPTNK7LNU96XVC	10	1
es_35GMH2SV3GU5RR8JH8HH1Q68MYXOE7	10	0
es_35H6S234SCDF629M6B2KGWE4IGZ65A	10	1
es_35H6S234SCDF629M6B2KGWE4KN356T	10	2
es_35K3O9HUADQBLEVQI5YREWXUOC5FEZ	10	2
es_35K3O9HUADQBLEVQI5YREWXUP47FEM	10	1
es_35L9RVQFCQVCO6JI3V1WLZVAWKVHUF	10	2
es_35L9RVQFCQVCO6JI3V1WLZVAXOPUHV	10	0
es_35L9RVQFCQVCO6JI3V1WLZVAY8YHUW	10	2
es_36AHBNMV1TPCTZYLR0FVXZMPX0PDYD	10	1
es_36H9ULYP647JWUHIW69IBCAMTDUJF3	10	2
es_36H9ULYP647JWUHIW69IBCAMTEDFJK	10	2
es_36NEMU28XHQB8O9YPSWAVSO3SL7MWM	10	1
es_36PW28KO419GPNEI7PCZ0VM3Y8NEAB	10	1
es_36TFCYNS46N45ADD80CJ56UEKQQHXR	10	1
es_36V4Q8R5ZMD6ORDCDJX4336H4CPMQ1	10	1
es_36V4Q8R5ZMD6ORDCDJX4336H4HQQMG	10	2
es_36V4Q8R5ZMD6ORDCDJX4336HB55QME	10	1
es_36W0OB37HYRTA5DS9I042RAPVW9ZH6	10	0
es_36ZN444YTTBH7WA5DR78M540B2TIOI	10	1
es_373ERPL3YQLADNIWZVNGU7BEZYRRT1	10	2
es_374TNBHA8D86I82QWMLFXYTOJW4QYM	10	0
es_379J5II41QTXL65M4G1P992EQEWLEW	10	1
es_37C0GNLMHHGAAFOFLHK3E82WVUND69	10	1
es_37Q970SNZGLL5I60C13BEBXFQASS19	10	1
es_37Q970SNZGLL5I60C13BEBXFSGW1S0	10	0
es_37TD41K0AJM5SLGYSYSVV7G6ZRPCSY	10	2
es_37W3JXSD68LB25YC8VKLPNBA8R9WY9	10	1
es_37WLF8U1WR3IOLUPDY6QILXMF3X6KS	10	1
es_37ZHEEHM6YZVWN0NB2JJ7DGG2KG37L	10	1
es_384PI804XUELYTLIGIZB06E5MVS0SB	10	1
es_386PBUZZXHA5WMREIHCG6PF6QDSLJU	10	0
es_38F5OAUN5PPAQV7MQN8LB7HQQQCH7R	10	0
es_38SKSKU7R3A91B780ZRGUO06FXVLIA	10	0
es_38YMOXR4MWC9JLO62CPT6WRH6AW6WI	10	0
es_38YMOXR4MWC9JLO62CPT6WRH76YW63	10	2
es_392CY0QWG34D330NU7SZ87YVRD6I4M	10	0
es_39ASUFLU6ZKSL0MBIZ4DK3X1SA6XEZ	10	1
es_39JEC7537WELKDX2MTX06U0DRVXCVA	10	0
es_39JEC7537WELKDX2MTX06U0DW6PVCC	10	0
es_39KFRKBFIP83XWPAH9TB8TYO2Q3YOR	10	1
es_39LNWE0K4W9CK1U29DJHLBWPXTVUIZ	10	2
es_39LOEL67OUIZW156L7BPLDCBBFA38G	10	0
es_39LOEL67OUIZW156L7BPLDCBEE583H	10	0
es_39O5D9O87V5184VJ2JRUNZ8U1DLC3Z	10	1
es_39RP059MEJ6JKLBNU10E8EBIPS8BM1	10	0
es_39U1BHVTDN4IULXUO5MKC98YOWU3TB	10	1
es_39ZSFO5CAA98FCE8RV4HXCBP358JUB	10	1
es_3A0EX8ZRNA1JE201D4OP29YPUUFYBN	10	0
es_3A4NIXBJ78CVXUXZLEP8MH7NW3DLMI	10	2
es_3A4NIXBJ78CVXUXZLEP8MH7NYWSLML	10	2
es_3A4TN5196MVG2C2IH4GWRT94JAAHC1	10	2
es_3A9AA95ATYZNG8RRL71TMW5LFGUP5W	10	1
es_3AMYWKA6YDZ1ECF4BQYJP2EV072O6O	10	2
es_3AMYWKA6YDZ1ECF4BQYJP2EV1YEO6J	10	1
es_3AMYWKA6YDZ1ECF4BQYJP2EV4WX6OJ	10	1
es_3AQF3RZ55AV78Z2BCNFT285HBTY6FK	10	0
es_3ATTHHXXWC1415OXEIU45IVTPQRXI1	10	0
es_3AUQQEL7U761QL2MAD4GBTYCMX3V0P	10	1
es_3B1NLC6UG19LW5GB23KKQTWA316GPP	10	1
es_3B1NLC6UG19LW5GB23KKQTWA40TPGK	10	1
es_3B837J3LDQ99YN5HAVIQK2FSTOZSRD	10	1
es_3BC8WZX3V59XX854V6ILUSAW8KBRRG	10	2
es_3BDCF01OGZ7VRBMD4HDJGCUU4CFLYT	10	1
es_3BQU611VFRXLP8DW78IDCMA806999Q	10	2
es_3BQU611VFRXLP8DW78IDCMA8Y8K993	10	1
es_3BWI6RSP7IMY6LGK0M0FQ4KDS7ZE7B	10	1
es_3BXQMRHWK1BYGKKTUSH9D436785UMA	10	1
es_3C5W7UE9CH3QXOEOZXSWXB2A1FKMX6	10	2
es_3CCZ6YKWR9W2OLBK4I5W0656BM095U	10	1
es_3CFJTT4SXV3AMQI6W5Q6BJI5JKK7IU	10	2
es_3CFVK00FWNYT8RC7YYIRXLA144G6LB	10	1
es_3CFVK00FWNYT8RC7YYIRXLA146UL68	10	2
es_3CN4LGXD5Z1ZT3FSYPE2UVSJKLX4YO	10	1
es_3CPLWGV3MQC6EAHQ8I1IUN5S0XIN9U	10	1
es_3D8YOU6S9GXWRHZ17CASO86KHXHU65	10	2
es_3DBQWDE4Y8BNDNFE5SO1I70QG6JN5Z	10	0
es_3DBQWDE4Y8BNDNFE5SO1I70QLQW5N3	10	0
es_3DI28L7YXCRKVZ1IB6J6PUT0RKTE18	10	1
es_3DL65MZB8FS4I2BGR38Q6QCRSS8CE3	10	1
es_3DPNQGW4LNSXAJ5MS6JAB48QJFG466	10	1
es_3DR23U6WE7RL4JDRDP3GV0CVNAUET9	10	2
es_3DUZQ9U6SO11RUMYJFN0LZ4VDRCVS2	10	1
es_3DUZQ9U6SO11RUMYJFN0LZ4VDUNSVG	10	1
es_3DY4FPOOA31PQFML4QNVVPZZRRARVV	10	1
es_3DYGAII7PNLC9UAP5ZPWK70C9OZQPE	10	2
es_3DYGAII7PNLC9UAP5ZPWK70CA03PQ6	10	1
es_3DYGAII7PNLC9UAP5ZPWK70CG6UQPG	10	0
es_3E13VNJ1NP8WB4347P9XA9RSFQ9I1G	10	2
es_3E13VNJ1NP8WB4347P9XA9RSIU31I4	10	1
es_3E13VNJ1NP8WB4347P9XA9RSJKTI1S	10	1
es_3E1QT0TDFRMEM4NP6AICPJE0TWG8IR	10	2
es_3E1QT0TDFRMEM4NP6AICPJE0YUF8IR	10	0
es_3E337GFOLBLLTK4YMO7SM4RF4Z8GNN	10	2
es_3E337GFOLBLLTK4YMO7SM4RFBWPNGC	10	0
es_3E4GGUZ1TA4U6KBOQWUNS8GA03BK2G	10	1
es_3E4GGUZ1TA4U6KBOQWUNS8GA1LBK2H	10	1
es_3E4GGUZ1TA4U6KBOQWUNS8GA28OK25	10	2
es_3E7TUJ2EGEZXSYQDJONFYITYMS1D9L	10	1
es_3EG49X351WPO8LTWCHLF8F5ODRWX6O	10	0
es_3EJJQNKU9TIK8ER1Z16RGO8QRWBRHT	10	0
es_3F0BG9B9MR0WCQXB0NC9X7CT9WEY79	10	1
es_3F6KKYWMNDEIH0U7KY6KGJOITMYNDM	10	1
es_3FE7TXL1LK0GHN9J31EKOUSJY8Z2QJ	10	2
es_3FFJ6VRIL31W4FIMB65XW48IAXV0IL	10	1
es_3FQ5JJ512N1QV60HCFS7KWJ8ATLNKI	10	2
es_3FQ5JJ512N1QV60HCFS7KWJ8AVMNKN	10	2
es_3FTF2T8WLTVW14Q40JS5Q6IJSETW9A	10	0
es_3FTF2T8WLTVW14Q40JS5Q6IJUDA9W4	10	2
es_3FTF2T8WLTVW14Q40JS5Q6IJXRLW9X	10	2
es_3FTYUGLFSWYERBO1GYAYM2OW01L5DZ	10	2
es_3G0WWMR1UXXC69YCPKC4GIVHB7RQN9	10	1
es_3GDTJDAPVWO0INDGRPG4HCLHALQM87	10	0
es_3GDTJDAPVWO0INDGRPG4HCLHI4R8M4	10	0
es_3H0W84IWBMF8O40Z90YLVLBDRWXREF	10	1
es_3H7XDTSHKE4BGEDCEPYFIN461XDGWR	10	1
es_3H7Z272LX9K1IXUCDUH03L1I31ILPW	10	0
es_3H7Z272LX9K1IXUCDUH03L1IZ8IPLA	10	2
es_3HFNH7HEMJR6WHHQ2GZ9QYMKCO7QGR	10	2
es_3HHRAGRYXAIOWVH29X1V9C5XSIG9OC	10	2
es_3HMIGG0U4NJ0C42UAS4FB78OKHJ8Y7	10	1
es_3HMVI3QICL5I14I9B7V0WXLGCN51Y2	10	1
es_3HOSI13XH119VO3UV4SHKECOH91DDJ	10	2
es_3HPZF4IVNO62O7S7R4KKDT47B3PCYT	10	2
es_3HPZF4IVNO62O7S7R4KKDT47C7AYC9	10	1
es_3HRMW88U183I0Y8DWL3POXFZUY30MC	10	2
es_3HVVDCPGTG5JAOUIDQFA234BXTCYTR	10	1
es_3HYA4D452TWJQYJAPL3QCVO5R3T2FM	10	0
es_3HYA4D452TWJQYJAPL3QCVO5R4EF2M	10	2
es_3I2PTA7R3V7BY3D9S7KOOQEDFBUKQ2	10	0
es_3I33IC7ZWHFOU722E5HYYUDEZK3A23	10	2
es_3I3WADAZ9SH5V8FQ67OEXW0V8YN5OX	10	1
es_3IGI0VL649X9LXLWA7K0RD0HUZ1NOA	10	2
es_3IHR8NYAM9E5KPNR72IJH4Z7FB9P4J	10	1
es_3II4UPYCOLK3KX7Z0QY1KDJNWT8QDP	10	0
es_3IJXV6UZ1ZWK492L5JOCG095LP1IRE	10	2
es_3IOEN3P9S9WGIK835O08D61N9XV16L	10	1
es_3IQ1VMJRYVXZURN1ZEWD8HLS1139A2	10	1
es_3IRIK4HM3CX05NI1LLPSU2KEFFEC6M	10	1
es_3IXQG4FA2VB4D1ST5SW93S5YIBZ9BR	10	1
es_3J88R45B2IBWIRB1RDKOEFW56MRPX5	10	1
es_3J88R45B2IBWIRB1RDKOEFW57N7PXO	10	2
es_3JBT3HLQFAFLNMBGSV89B0CGEKSZPB	10	1
es_3JJVG1YBEDALCEQH22JSRC0WWFPB5B	10	1
es_3JPSL1DZ5UCKJTRV0OFIQIGC6JTNAA	10	1
es_3JV9LGBJWVR3B54AN3751TRKXB9OGD	10	1
es_3JWH6J9I9UQP23WN62FELT0IP4SBNE	10	1
es_3K4J6M3CXG6E91A9DK2N0Y7F47OAG5	10	2
es_3KGTPGBS6ZY89GG0KAYPYVP81W8U2P	10	1
es_3KJYX6QCMBO8SR38WLEMTYD8HF1VJ2	10	1
es_3KMS4QQVK43E7EN0ER9UCRAZ92TFKY	10	1
es_3KRVW3HTZPYI17SP5NM9Y3LIM4CSM6	10	2
es_3KWTYT0872GXPNCTTF8M5FW1FHM5LY	10	0
es_3L0KT67Y8GTIVOH3OQAKSY8PVBKSYK	10	1
es_3L0KT67Y8GTIVOH3OQAKSY8PZV2YSG	10	0
es_3L2IS5HSFCV4Y25T6TW9QJS6DT8NUN	10	1
es_3LEIZ60CDLC0VZV9B6CCPAC19DIZ9I	10	2
es_3LJ7UR74RJQ5H4BERN5RDFUCFN4N4Z	10	0
es_3LO69W1SU5QV5K1DABRD9CNQ3DELGI	10	2
es_3LRKMWOKB7UPVFAAQ\nFN4N5I92ZI	10	1
es_3LRKMWOKB7UPVFAAQ\nFN4N7SB2Z6	10	2
es_3LRLIPTPESMJBN6S3BN2YQZ8BVQKAH	10	2
es_3LUY3GC631D23C5A90GQKGJH4R47PG	10	1
es_3LWJHTCVCEZ0IHLVRWTR8DM8FWYFQM	10	1
es_3M68NM076JK4BP7K3IFNJXJ0AVAR6P	10	1
es_3M68NM076JK4BP7K3IFNJXJ0AVM6RG	10	1
es_3M81GAB8A2WA509FMU7VPNVNUKCQBN	10	1
es_3MHW492WW2QYTZ9TZIRE9Q5PL47MVY	10	1
es_3MMN5BL1W1HEHQ7AF8L8QVD615V3MC	10	1
es_3MMN5BL1W1HEHQ7AF8L8QVD6USO3M8	10	1
es_3MMN5BL1W1HEHQ7AF8L8QVD6WO1M3Y	10	0
es_3MTMREQS4XVA6N09SP65M1T3Z4CWA7	10	1
es_3MX2NQ3YCB7SPHTI7YBAG9ROF0TX5M	10	1
es_3N1FSUEFL7DWVSK12TROHAIIZA64DI	10	2
es_3N8OEVH1FT3R3IL8BMKD620MRHUOO1	10	0
es_3NG53N1RLXW63QATJ58WYGFCGJH8PS	10	1
es_3NG53N1RLXW63QATJ58WYGFCGMM8P3	10	1
es_3NKQQ8O390IVCQEGHZI6UEGCYKMDU0	10	2
es_3NKQQ8O390IVCQEGHZI6UEGCZ25UD1	10	0
es_3NKQQ8O390IVCQEGHZI6UEGCZ27UD3	10	1
es_3NPI0JQDAQIP1A2HM3JRPCBZTRGPT1	10	2
es_3NPI0JQDAQIP1A2HM3JRPCBZX90PTP	10	2
es_3NQL1CS15TLYNGY7ILFP3LSW208VY0	10	1
es_3NVC2EB65SCEB7WOYB9JKQ0D3XC3YY	10	1
es_3O7L7BFSHG2VV5XGJD4CHTAM70SEIF	10	0
es_3OE22WJIGK1P1ZILMLOQUDNBM53UQV	10	0
es_3OF2M9AATI1KCVE0F331FJQHMHBZKF	10	1
es_3OF2M9AATI1KCVE0F331FJQHR6QKZY	10	2
es_3OHYZ19UGEI21ER713FV57GHWVJOAF	10	1
es_3OLF68YTNBE8V1EE20W5ID73AQ8FAY	10	0
es_3OLQQLKKNU2RQGHM1VPCTUPMNS3EJ6	10	2
es_3OS4RQUCRBSDEBJ68EW1DOR9Q3VBFF	10	0
es_3OSWBBLG1GANTU8BM4TTELFGTX0XD0	10	1
es_3OVR4I9USRWQK1O67FX8H9PHMC44QA	10	0
es_3OWEPKL08BP20RTXTL3YGREM4BB7NQ	10	1
es_3OWEPKL08BP20RTXTL3YGREM4LIN7X	10	2
es_3OXV7EAXLG3CSNMISSER1ZGK4IQ36V	10	2
es_3P59JYT76NXT931BK58FTZ36NL62TM	10	2
es_3PDJHANYK7TRMVTH7D3T5THUNM96H4	10	1
es_3PDJHANYK7TRMVTH7D3T5THUSW1H6W	10	1
es_3PEIJLRY6V6M20823ZYJ6941298WX4	10	0
es_3PEIJLRY6V6M20823ZYJ69412R5WX1	10	2
es_3PEIJLRY6V6M20823ZYJ6941ZPWXWM	10	2
es_3PIWWX1FJLJZ1W3EFW03QA2ERNMJJS	10	1
es_3PJ71Z61R6F303A13V3KXGSPW0Q19K	10	0
es_3PJ71Z61R6F303A13V3KXGSPZAJ190	10	2
es_3PWWM24LHUBABJ9NH7XK237J58X82B	10	1
es_3PZDLQMM0VYCNMZ0YJDP4P32U3R2CR	10	1
es_3Q5C1WP23OEKZG8P05Q3L0NNA4J155	10	2
es_3QEMNNSB2ZCTEF2K4RPVKM2SR19D73	10	1
es_3QIYRE09Y5UOP5EV45MPFHN91OS1N2	10	2
es_3QJOXOW4XL4HRON74S249MH3M8HEMW	10	1
es_3QJOXOW4XL4HRON74S249MH3M9UEMB	10	2
es_3QUO65DNQW1MGN5578WM58SB3YYUOK	10	2
es_3QXNC7EIPK83TEPJ7CZKJB9FRLR90M	10	2
es_3QY7M81QH9Z1SL8UW8BIOZXID5P7KL	10	0
es_3QY7M81QH9Z1SL8UW8BIOZXIDGNK7I	10	2
es_3R08VXYT7E8SNL2BLMULCARDYL0W7O	10	2
es_3R0T90IZ1UP22G77XYYE6TX3CZDGC3	10	1
es_3R3YRB5GRHGXEJB4XPR44D86DF1UAN	10	2
es_3R3YRB5GRHGXEJB4XPR44D86H7GUAQ	10	1
es_3R6BYFZZP9PKREM7DAOJ2LI16Z8XFI	10	1
es_3R6BYFZZP9PKREM7DAOJ2LI1BUQXFV	10	1
es_3RANCT1ZVHU2XTGW33R0ZOSCVWEUB8	10	2
es_3RJSC4XJ127KSRN74MM37V4DA7F05Y	10	1
es_3RKNTXVS3OBYXLHPIJ0MR9ACGP44AD	10	2
es_3RRCEFRB7OP3GVMHOX0IMKUI0IA4BH	10	2
es_3RRCEFRB7OP3GVMHOX0IMKUIWKVB49	10	2
es_3RSDURM96CZHL5CLNVQF3H4AVIPYE0	10	1
es_3RU7GD8VPQ6OMAP2X3E1F7FDR2ZSP0	10	2
es_3RU7GD8VPQ6OMAP2X3E1F7FDRD6PSQ	10	1
es_3RU7GD8VPQ6OMAP2X3E1F7FDSP4SPG	10	2
es_3RU7GD8VPQ6OMAP2X3E1F7FDWLJPSO	10	1
es_3RWE2M8QWJNOIGTD8MIP1C4ZXYI0NZ	10	1
es_3RWE2M8QWJNOIGTD8MIP1C4ZZXKN0O	10	2
es_3RXCAC0YIT20QDHUGMI9471KEH68GD	10	1
es_3RXCAC0YIT20QDHUGMI9471KFGX8G3	10	2
es_3RXCAC0YIT20QDHUGMI9471KGF6G8J	10	0
es_3RXPCZQMQROIFDX9H19UPXEC4FM1GK	10	1
es_3RXPCZQMQROIFDX9H19UPXEC4YJG1Y	10	0
es_3SITXWYCNXMUEXAR882NJVRGSDZBXM	10	0
es_3SKEMFQBZ5I5SZDD6D3O2ZTDNL0K8H	10	0
es_3SKRO2GZ734NHZTS7SU9NP659SVK1O	10	1
es_3SLE99ER0PQJJSA69QQ8GG7R1DWBZJ	10	2
es_3SNLUL3WO60EA228UGGUDROHAFCLUN	10	2
es_3T3IWE1XG80A1M3WMGYGPH190L5QTU	10	1
es_3TEM0PF1Q7AFW420JS4M57S5IZ60DG	10	1
es_3TEM0PF1Q7AFW420JS4M57S5KLQD0N	10	1
es_3TGOYF991ZZHTSP23U8V4EK0L3SUU5	10	1
es_3TMFV4NEPARWNZ7UVRMRQAN8BBG8WB	10	1
es_3TOK3KHVJVVKICT9U03BVGERW9F7OI	10	1
es_3TOK3KHVJVVKICT9U03BVGERXTOO7D	10	1
es_3TOK3KHVJVVKICT9U03BVGERXXDO7A	10	1
es_3TS1AR6UQSRQCZGGVXKL8M5D2IRF7P	10	1
es_3TS1AR6UQSRQCZGGVXKL8M5D2LAF7E	10	2
es_3TU5ZICBRFER32B8JINLYL5MK498Q2	10	1
es_3TVRFO09GMS6R6W3ZLRHXYNL680LXA	10	2
es_3TVSS0C0E3DFLJZIYPXMH6JVR5JWT6	10	1
es_3U088ZLJVM6E5A2R0N9CXVHQU3X0WR	10	0
es_3U0SRXB7CFICIADC2Z14L85M5MPNRN	10	2
es_3U4J9857OGO0ZI40QVYPPWESQRY7BF	10	2
es_3U4J9857OGO0ZI40QVYPPWESSJ0B77	10	2
es_3U5JL4WY5MMATYPITTS0BHLAFMDX4W	10	1
es_3U5NZHP4LTFZW1BMM922BT8BNCMPHR	10	2
es_3U84XHCDIEQZYTPXUBGL821LSUR4Z1	10	2
es_3U84XHCDIEQZYTPXUBGL821LSXAZ4L	10	2
es_3UN61F00HY28SL76YZ5IRR50HEVR50	10	1
es_3UOUJI6MTFR9AWJX8ZJIOLJ4H0KXU7	10	0
es_3UXUOQ9OKGAVG8Z8KHYTULUMDW0A7P	10	2
es_3V5Q80FXIZ4OAM3H5Q2OBMZ8OC623T	10	1
es_3VA45EW49P067QE75KM2U6NESX01OJ	10	2
es_3VAR3R6G1REOIQYS45VH9GAM6N18O9	10	1
es_3VAR3R6G1REOIQYS45VH9GAM8D3O89	10	0
es_3VBEN272MMCI9XW3UKOELY1LQB5SGP	10	1
es_3VHP9MDGRPXWOGBCMESWO8XRA75FC4	10	0
es_3VP0C6EFSI9DE9USYAJ6XYPQCS0M6X	10	2
es_3VP0C6EFSI9DE9USYAJ6XYPQCX76MY	10	1
es_3W8CV64QJ4CE4EVF5K65P38WE8G9HO	10	1
es_3WAKVUDHUYTFVHD6QMFKUM6GC9ZU74	10	2
es_3WAKVUDHUYTFVHD6QMFKUM6GCOSU7R	10	1
es_3WI0P0II6353WYMZD5N1P3TSTGQRDA	10	0
es_3WMOAN2SRDA4BHUTBJ6EM5UPQ0FVNH	10	2
es_3WOKGM4L73T601TP91I2G144QZFO0F	10	2
es_3WQQ9FUS6C74ZW9J00QV3WAN05R8BD	10	0
es_3WR9XG3T65OGEJJRBGO2HI8MJNH47L	10	2
es_3WRFBPLXRC1KZ8SAR9083A260GV3N2	10	2
es_3WYGZ5XF3YSNBJSMKB9TJQTE0PVSKY	10	1
es_3WYGZ5XF3YSNBJSMKB9TJQTEXSNSKT	10	1
es_3X08E93BHXVBP690BUCP82S4F6B66I	10	2
es_3X1FV8S5JZ4Y1PD7OFTJWLLSSLZGVX	10	1
es_3X3OR7WPZ1DGC5VVRDFPHZ6SF8RL8K	10	2
es_3X4JMASXCOMMH74G5WDGAH45JU9B0Z	10	1
es_3X4MXAO0BI1254MQU0SRHRIDZ6ARWG	10	2
es_3X73LLYYQ3RZTGZ96UPA743GL3PHN1	10	0
es_3X73LLYYQ3RZTGZ96UPA743GNXGHNI	10	0
es_3X87C8JFV8O9MMQHXGTQFC5NX7HQS4	10	2
es_3XC1O3LBOUZZAPNJUBQK8V2FOBWLT4	10	1
es_3XIQGXAUMEL7CL71VRQ7ET5K667X7K	10	0
es_3XXU1SWE8O8HYXZOZIDKF6KZYNI0A6	10	1
es_3Y5140Z9DZTZSWM6SRKNB59QL8PIP1	10	2
es_3Y54SXRO1NY2TFAD3PILZIYY3OJUTB	10	1
es_3Y9N9SS8L0OBDW1X2FM575QCTZO3DW	10	1
es_3YDGXNSEO17KEXOALLG8VI4HOCP84I	10	1
es_3YDTZAI2WZT23X4PM07TG8H9A9614K	10	2
es_3YDTZAI2WZT23X4PM07TG8H9CYT41Q	10	0
es_3YGXWBAF72UMQ0EN2XWDX400MYO4CW	10	0
es_3YJ6NA41JDTVN76CA95NN6OQZDZJPG	10	1
es_3YMTUJH0DUT3CHGYOJR3ME042S5T4T	10	0
es_3YOH7BII0BK33B9QE6EYUDDL1JBKVZ	10	2
es_3YT88D1N0ABJR277UW8SBIL26RC3KV	10	1
es_3YW4XOSQKSY1KVY416YBTCF3DNNU1Z	10	1
es_3Z3ZLGNNSK75255271SP74XB4IV3QJ	10	1
es_3Z7EFSHGNBRDO22XM8YIUFXY74HCXL	10	1
es_3Z7ISHFUH280HUCZ6E6YPEHQPAL8ZT	10	1
es_3Z7VU45IP0UI6USE7TXJA4UIHVZZ18	10	1
es_3ZPPDN2SLX92K44DFJYZ40BJTS39EU	10	0
es_3ZSANO2JCHKCVX08J0IW3D19T52FSW	10	2
es_3ZSY5X72NZOU0VDO3E1H0X5RVV3ROD	10	2
es_3ZV9H2YQQFKAM21OJARVZTFXSMO3W5	10	2
es_3ZWFC4W1UWK0UI0V4BIRD3WD37ERFJ	10	2
es_3ZWFC4W1UWK0UI0V4BIRD3WD3V9RFQ	10	1
