id	prompt	score
en_000221	1	2
en_000222	1	2
en_000223	1	1
en_000224	1	2
en_000225	1	0
en_000226	1	1
en_000227	1	1
en_000228	1	3
en_000229	1	2
en_000230	1	0
en_000231	1	2
en_000232	1	2
en_000233	1	0
en_000234	1	1
en_000235	1	0
en_000236	1	3
en_000237	1	0
en_000238	1	1
en_000239	1	3
en_000240	1	2
en_000241	1	3
en_000242	1	2
en_000243	1	2
en_000244	1	2
en_000245	1	3
en_000246	1	0
en_000247	1	1
en_000248	1	1
en_000249	1	2
en_000250	1	1
en_000251	1	0
en_000252	1	3
en_000253	1	1
en_000254	1	3
en_000255	1	2
en_000256	1	3
en_000257	1	2
en_000258	1	2
en_000259	1	1
en_000260	1	2
en_000261	1	0
en_000262	1	0
en_000263	1	0
en_000264	1	0
en_000265	1	3
en_000266	1	1
en_000267	1	1
en_000268	1	1
en_000269	1	0
en_000270	1	3
en_000271	1	2
en_000272	1	1
en_000273	1	1
en_000274	1	1
en_000275	1	1
en_000276	1	1
en_000277	1	2
en_000278	1	1
en_000279	1	1
en_000280	1	1
en_000281	1	3
en_000282	1	1
en_000283	1	0
en_000284	1	1
en_000285	1	1
en_000286	1	2
en_000287	1	2
en_000288	1	0
en_000289	1	2
en_000290	1	1
en_000291	1	3
en_000292	1	0
en_000293	1	1
en_000294	1	1
en_000295	1	1
en_000296	1	0
en_000297	1	1
en_000298	1	2
en_000299	1	1
en_000300	1	1
en_000301	1	2
en_000302	1	3
en_000303	1	3
en_000304	1	1
en_000305	1	2
en_000306	1	0
en_000307	1	2
en_000308	1	1
en_000309	1	2
en_000310	1	0
en_000311	1	2
en_000312	1	1
en_000313	1	3
en_000314	1	1
en_000315	1	0
en_000316	1	1
en_000317	1	0
en_000318	1	1
en_000319	1	2
en_000320	1	1
en_000321	1	2
en_000322	1	3
en_000323	1	2
en_000324	1	2
en_000325	1	3
en_000326	1	1
en_000327	1	3
en_000328	1	2
en_000329	1	2
en_000330	1	2
en_000331	1	0
en_000332	1	2
en_000333	1	0
en_000334	1	0
en_000335	1	1
en_000336	1	1
en_000337	1	3
en_000338	1	0
en_000339	1	0
en_000340	1	1
en_000341	1	3
en_000342	1	3
en_000343	1	3
en_000344	1	3
en_000345	1	2
en_000346	1	1
en_000347	1	1
en_000348	1	0
en_000349	1	2
en_000350	1	1
en_000351	1	2
en_000352	1	0
en_000353	1	0
en_000354	1	1
en_000355	1	2
en_000356	1	2
en_000357	1	1
en_000358	1	0
en_000359	1	3
en_000360	1	1
en_000361	1	2
en_000362	1	3
en_000363	1	2
en_000364	1	3
en_000365	1	3
en_000366	1	2
en_000367	1	3
en_000368	1	0
en_000369	1	2
en_000370	1	2
en_000371	1	0
en_000372	1	0
en_000373	1	1
en_000374	1	0
en_000375	1	1
en_000376	1	0
en_000377	1	2
en_000378	1	2
en_000379	1	1
en_000380	1	1
en_000381	1	2
en_000382	1	1
en_000383	1	2
en_000384	1	2
en_000385	1	0
en_000386	1	1
en_000387	1	0
en_000388	1	0
en_000389	1	2
en_000390	1	3
en_000391	1	2
en_000392	1	1
en_000393	1	3
en_000394	1	1
en_000395	1	3
en_000396	1	0
en_000397	1	1
en_000398	1	2
en_000399	1	2
en_000400	1	2
en_000401	1	1
en_000402	1	2
en_000403	1	0
en_000404	1	0
en_000405	1	2
en_000406	1	2
en_000407	1	0
en_000408	1	0
en_000409	1	2
en_000410	1	0
en_000411	1	0
en_000412	1	2
en_000413	1	0
en_000414	1	0
en_000415	1	3
en_000416	1	1
en_000417	1	3
en_000418	1	1
en_000419	1	1
en_000420	1	2
en_000421	1	3
en_000422	1	0
en_000423	1	3
en_000424	1	3
en_000425	1	0
en_000426	1	0
en_000427	1	1
en_000428	1	3
en_000429	1	0
en_000430	1	1
en_000431	1	0
en_000432	1	0
en_000433	1	1
en_000434	1	1
en_000435	1	0
en_000436	1	0
en_000437	1	1
en_000438	1	2
en_000439	1	2
en_000440	1	2
en_000441	1	2
en_000442	1	2
en_000443	1	2
en_000444	1	2
en_000445	1	1
en_000446	1	2
en_000447	1	1
en_000448	1	1
en_000449	1	3
en_000450	1	1
en_000451	1	0
en_000452	1	1
en_000453	1	0
en_000454	1	3
en_000455	1	1
en_000456	1	0
en_000457	1	0
en_000458	1	3
en_000459	1	2
en_000460	1	0
en_000461	1	3
en_000462	1	3
en_000463	1	1
en_000464	1	3
en_000465	1	0
en_000466	1	3
en_000467	1	3
en_000468	1	1
en_000469	1	3
en_000470	1	0
en_000471	1	1
en_000472	1	2
en_000473	1	3
en_000474	1	1
en_000475	1	1
en_000476	1	2
en_000477	1	1
en_000478	1	1
en_000479	1	2
en_000480	1	2
en_000481	1	1
en_000482	1	1
en_000483	1	2
en_000484	1	0
en_000485	1	0
en_000486	1	0
en_000487	1	0
en_000488	1	0
en_000489	1	1
en_000490	1	1
en_000491	1	2
en_000492	1	1
en_000493	1	1
en_000494	1	1
en_000495	1	2
en_000496	1	2
en_000497	1	0
en_000498	1	1
en_000499	1	3
en_000500	1	3
en_000501	1	1
en_000502	1	1
en_000503	1	2
en_000504	1	2
en_000505	1	3
en_000506	1	1
en_000507	1	2
en_000508	1	2
en_000509	1	2
en_000510	1	1
en_000511	1	2
en_000512	1	0
en_000513	1	2
en_000514	1	3
en_000515	1	3
en_000516	1	3
en_000517	1	1
en_000518	1	1
en_000519	1	3
en_000520	1	1
en_000521	1	1
en_000522	1	1
en_000523	1	2
en_000524	1	0
en_000525	1	0
en_000526	1	2
en_000527	1	3
en_000528	1	2
en_000529	1	3
en_000530	1	1
en_000531	1	2
en_000532	1	2
en_000533	1	0
en_000534	1	3
en_000535	1	2
en_000536	1	1
en_000537	1	3
en_000538	1	0
en_000539	1	2
en_000540	1	2
en_000541	1	2
en_000542	1	3
en_000543	1	1
en_000544	1	2
en_000545	1	0
en_000546	1	1
en_000547	1	2
en_000548	1	2
en_000549	1	0
en_000550	1	1
en_000551	1	2
en_000552	1	3
en_000553	1	0
en_000554	1	0
en_000555	1	3
en_000556	1	2
en_000557	1	0
en_000558	1	2
en_000559	1	3
en_000560	1	1
en_000561	1	1
en_000562	1	1
en_000563	1	2
en_000564	1	1
en_000565	1	3
en_000566	1	2
en_000567	1	3
en_000568	1	2
en_000569	1	1
en_000570	1	1
en_000571	1	1
en_000572	1	0
en_000573	1	2
en_000574	1	0
en_000575	1	1
en_000576	1	1
en_000577	1	3
en_000578	1	3
en_000579	1	2
en_000580	1	0
en_000581	1	1
en_000582	1	1
en_000583	1	1
en_000584	1	1
en_000585	1	2
en_000586	1	0
en_000587	1	3
en_000588	1	3
en_000589	1	2
en_000590	1	1
en_000591	1	2
en_000592	1	2
en_000593	1	3
en_000594	1	2
en_000595	1	1
en_000596	1	2
en_000597	1	2
en_000598	1	0
en_000599	1	2
en_000600	1	1
en_000601	1	2
en_000602	1	2
en_000603	1	3
en_000604	1	2
en_000605	1	2
en_000606	1	2
en_000607	1	3
en_000608	1	2
en_000609	1	1
en_000610	1	0
en_000611	1	2
en_000612	1	2
en_000613	1	0
en_000614	1	2
en_000615	1	2
en_000616	1	3
en_000617	1	2
en_000618	1	1
en_000619	1	1
en_000620	1	1
en_000621	1	0
en_000622	1	0
en_000623	1	2
en_000624	1	2
en_000625	1	3
en_000626	1	0
en_000627	1	3
en_000628	1	2
en_000629	1	2
en_000630	1	2
en_000631	1	2
en_000632	1	3
en_000633	1	2
en_000634	1	0
en_000635	1	1
en_000636	1	1
en_000637	1	0
en_000638	1	3
en_000639	1	3
en_000640	1	2
en_000641	1	0
en_000642	1	1
en_000643	1	3
en_000644	1	1
en_000645	1	2
en_000646	1	2
en_000647	1	3
en_000648	1	3
en_000649	1	3
en_000650	1	0
en_000651	1	2
en_000652	1	2
en_000653	1	1
en_000654	1	2
en_000655	1	2
en_000656	1	3
en_000657	1	2
en_000658	1	2
en_000659	1	2
en_000660	1	0
en_000661	1	1
en_000662	1	2
en_000663	1	1
en_000664	1	2
en_000665	1	1
en_000666	1	1
en_000667	1	2
en_000668	1	0
en_000669	1	0
en_000670	1	0
en_000671	1	1
en_000672	1	2
en_000673	1	2
en_000674	1	2
en_000675	1	1
en_000676	1	0
en_000677	1	3
en_000678	1	2
en_000679	1	0
en_000680	1	0
en_000681	1	2
en_000682	1	0
en_000683	1	2
en_000684	1	2
en_000685	1	2
en_000686	1	2
en_000687	1	2
en_000688	1	2
en_000689	1	3
en_000690	1	0
en_000691	1	1
en_000692	1	3
en_000693	1	2
en_000694	1	2
en_000695	1	0
en_000696	1	1
en_000697	1	2
en_000698	1	1
en_000699	1	1
en_000700	1	3
en_000701	1	3
en_000702	1	2
en_000703	1	1
en_000704	1	3
en_000705	1	1
en_000706	1	3
en_000707	1	3
en_000708	1	3
en_000709	1	1
en_000710	1	3
en_000711	1	0
en_000712	1	3
en_000713	1	3
en_000714	1	0
en_000715	1	2
en_000716	1	1
en_000717	1	1
en_000718	1	2
en_000719	1	1
en_000720	1	1
en_000721	1	1
en_000722	1	2
en_000723	1	0
en_000724	1	0
en_000725	1	0
en_000726	1	2
en_000727	1	1
en_000728	1	3
en_000729	1	3
en_000730	1	2
en_000731	1	2
en_000732	1	2
en_000733	1	2
en_000734	1	2
en_000735	1	0
en_000736	1	1
en_000737	1	1
en_000738	1	1
en_000739	1	1
en_000740	1	3
en_000741	1	1
en_000742	1	0
en_000743	1	0
en_000744	1	3
en_000745	1	2
en_000746	1	2
en_000747	1	3
en_000748	1	2
en_000749	1	2
en_000750	1	3
en_000751	1	2
en_000752	1	0
en_000753	1	2
en_000754	1	2
en_000755	1	0
en_000756	1	2
en_000757	1	1
en_000758	1	3
en_000759	1	2
en_000760	1	1
en_000761	1	1
en_000762	1	2
en_000763	1	2
en_000764	1	2
en_000765	1	0
en_000766	1	1
en_000767	1	1
en_000768	1	1
en_000769	1	2
en_000770	1	2
en_000771	1	2
en_000772	1	0
en_000773	1	2
en_000774	1	0
en_000775	1	0
en_000776	1	0
en_000777	1	3
en_000778	1	1
en_000779	1	2
en_000780	1	0
en_000781	1	2
en_000782	1	2
en_000783	1	0
en_000784	1	1
en_000785	1	2
en_000786	1	2
en_000787	1	2
en_000788	1	3
en_000789	1	2
en_000790	1	2
en_000791	1	0
en_000792	1	0
en_000793	1	2
en_000794	1	1
en_000795	1	1
en_000796	1	1
en_000797	1	2
en_000798	1	1
en_000799	1	2
en_000800	1	0
en_000801	1	0
en_000802	1	0
en_000803	1	1
en_000804	1	3
en_000805	1	3
en_000806	1	0
en_000807	1	3
en_000808	1	0
en_000809	1	1
en_000810	1	3
en_000811	1	1
en_000812	1	1
en_000813	1	0
en_000814	1	1
en_000815	1	1
en_000816	1	0
en_000817	1	2
en_000818	1	3
en_000819	1	3
en_000820	1	3
en_000821	1	2
en_000822	1	2
en_000823	1	0
en_000824	1	3
en_000825	1	2
en_000826	1	2
en_000827	1	2
en_000828	1	2
en_000829	1	1
en_000830	1	1
en_000831	1	0
en_000832	1	2
en_000833	1	3
en_000834	1	1
en_000835	1	2
en_000836	1	2
en_000837	1	2
en_000838	1	2
en_000839	1	0
en_000840	1	0
en_000841	1	1
en_000842	1	1
en_000843	1	1
en_000844	1	3
en_000845	1	3
en_000846	1	1
en_000847	1	3
en_000848	1	0
en_000849	1	1
en_000850	1	2
en_000851	1	0
en_000852	1	2
en_000853	1	0
en_000854	1	0
en_000855	1	2
en_000856	1	0
en_000857	1	2
en_000858	1	1
en_000859	1	2
en_000860	1	3
en_000861	1	2
en_000862	1	3
en_000863	1	0
en_000864	1	2
en_000865	1	2
en_000866	1	2
en_000867	1	1
en_000868	1	3
en_000869	1	1
en_000870	1	2
en_000871	1	1
en_000872	1	1
en_000873	1	2
en_000874	1	3
en_000875	1	1
en_000876	1	1
en_000877	1	0
en_000878	1	0
en_000879	1	1
en_000880	1	1
en_000881	1	0
en_000882	1	1
en_000883	1	2
en_000884	1	2
en_000885	1	2
en_000886	1	2
en_000887	1	2
en_000888	1	2
en_000889	1	0
en_000890	1	2
en_000891	1	1
en_000892	1	3
en_000893	1	3
en_000894	1	3
en_000895	1	2
en_000896	1	2
en_000897	1	0
en_000898	1	2
en_000899	1	0
en_000900	1	0
en_000901	1	1
en_000902	1	1
en_000903	1	2
en_000904	1	3
en_000905	1	2
en_000906	1	1
en_000907	1	3
en_000908	1	0
en_000909	1	2
en_000910	1	1
en_000911	1	0
en_000912	1	0
en_000913	1	2
en_000914	1	1
en_000915	1	1
en_000916	1	0
en_000917	1	0
en_000918	1	1
en_000919	1	1
en_000920	1	2
en_000921	1	0
en_000922	1	3
en_000923	1	2
en_000924	1	2
en_000925	1	1
en_000926	1	3
en_000927	1	3
en_000928	1	3
en_000929	1	1
en_000930	1	1
en_000931	1	3
en_000932	1	1
en_000933	1	2
en_000934	1	0
en_000935	1	3
en_000936	1	3
en_000937	1	1
en_000938	1	2
en_000939	1	2
en_000940	1	3
en_000941	1	1
en_000942	1	0
en_000943	1	1
en_000944	1	1
en_000945	1	0
en_000946	1	2
en_000947	1	3
en_000948	1	2
en_000949	1	3
en_000950	1	0
en_000951	1	1
en_000952	1	0
en_000953	1	0
en_000954	1	2
en_000955	1	2
en_000956	1	3
en_000957	1	2
en_000958	1	2
en_000959	1	3
en_000960	1	0
en_000961	1	2
en_000962	1	1
en_000963	1	3
en_000964	1	2
en_000965	1	3
en_000966	1	1
en_000967	1	3
en_000968	1	2
en_000969	1	0
en_000970	1	3
en_000971	1	3
en_000972	1	2
en_000973	1	3
en_000974	1	0
en_000975	1	3
en_000976	1	1
en_000977	1	3
en_000978	1	0
en_000979	1	2
en_000980	1	1
en_000981	1	2
en_000982	1	3
en_000983	1	2
en_000984	1	3
en_000985	1	0
en_000986	1	1
en_000987	1	1
en_000988	1	2
en_000989	1	1
en_000990	1	2
en_000991	1	0
en_000992	1	2
en_000993	1	1
en_000994	1	1
en_000995	1	3
en_000996	1	1
en_000997	1	3
en_000998	1	2
en_000999	1	2
en_001000	1	0
en_001001	1	1
en_001002	1	2
en_001003	1	3
en_001004	1	2
en_001005	1	3
en_001006	1	3
en_001007	1	3
en_001008	1	1
en_001009	1	2
en_001010	1	2
en_001011	1	2
en_001012	1	1
en_001013	1	2
en_001014	1	2
en_001015	1	2
en_001016	1	1
en_001017	1	0
en_001018	1	0
en_001019	1	0
en_001020	1	0
en_001021	1	2
en_001022	1	2
en_001023	1	1
en_001024	1	2
en_001025	1	3
en_001026	1	1
en_001027	1	3
en_001028	1	0
en_001029	1	1
en_001030	1	3
en_001031	1	2
en_001032	1	1
en_001033	1	0
en_001034	1	0
en_001035	1	0
en_001036	1	1
en_001037	1	3
en_001038	1	2
en_001039	1	0
en_001040	1	1
en_001041	1	3
en_001042	1	2
en_001043	1	3
en_001044	1	1
en_001045	1	2
en_001046	1	0
en_001047	1	1
en_001048	1	2
en_001049	1	3
en_001050	1	0
en_001051	1	1
en_001052	1	0
en_001053	1	2
en_001054	1	0
en_001055	1	3
en_001056	1	3
en_001057	1	3
en_001058	1	0
en_001059	1	1
en_001060	1	1
en_001061	1	2
en_001062	1	1
en_001063	1	1
en_001064	1	0
en_001065	1	1
en_001066	1	1
en_001067	1	3
en_001068	1	3
en_001069	1	1
en_001070	1	0
en_001071	1	2
en_001072	1	2
en_001073	1	2
en_001074	1	0
en_001075	1	2
en_001076	1	2
en_001077	1	0
en_001078	1	0
en_001079	1	2
en_001080	1	3
en_001081	1	2
en_001082	1	2
en_001083	1	3
en_001084	1	1
en_001085	1	0
en_001086	1	2
en_001087	1	0
en_001088	1	2
en_001089	1	2
en_001090	1	0
en_001091	1	2
en_001092	1	2
en_001093	1	0
en_001094	1	1
en_001095	1	0
en_001096	1	3
en_001097	1	1
en_001098	1	2
en_001099	1	3
en_001100	1	2
en_001101	1	2
en_001102	1	1
en_001103	1	3
en_001104	1	1
en_001105	1	0
en_001106	1	1
en_001107	1	1
en_001108	1	0
en_001109	1	2
en_001110	1	3
en_001111	1	2
en_001112	1	0
en_001113	1	2
en_001114	1	2
en_001115	1	2
en_001116	1	3
en_001117	1	3
en_001118	1	0
en_001119	1	2
en_001120	1	0
en_001121	1	2
en_001122	1	0
en_001123	1	3
en_001124	1	0
en_001125	1	2
en_001126	1	1
en_001127	1	2
en_001128	1	3
en_001129	1	2
en_001130	1	2
en_001131	1	1
en_001132	1	3
en_001133	1	3
en_001134	1	2
en_001135	1	3
en_001136	1	0
en_001137	1	2
en_001138	1	1
en_001139	1	0
en_001140	1	0
en_001141	1	3
en_001142	1	2
en_001143	1	0
en_001144	1	0
en_001145	1	1
en_001146	1	3
en_001147	1	0
en_001148	1	3
en_001149	1	1
en_001150	1	2
en_001151	1	1
en_001152	1	0
en_001153	1	0
en_001154	1	3
en_001155	1	0
en_001156	1	3
en_001157	1	1
en_001158	1	0
en_001159	1	2
en_001160	1	2
en_001161	1	3
en_001162	1	0
en_001163	1	3
en_001164	1	1
en_001165	1	1
en_001166	1	1
en_001167	1	1
en_001168	1	3
en_001169	1	0
en_001170	1	0
en_001171	1	3
en_001172	1	2
en_001173	1	1
en_001174	1	2
en_001175	1	1
en_001176	1	1
en_001177	1	1
en_001178	1	3
en_001179	1	0
en_001180	1	1
en_001181	1	3
en_001182	1	2
en_001183	1	1
en_001184	1	0
en_001185	1	1
en_001186	1	0
en_001187	1	0
en_001188	1	0
en_001189	1	0
en_001190	1	3
en_001191	1	3
en_001192	1	1
en_001193	1	2
en_001194	1	3
en_001195	1	0
en_001196	1	1
en_001197	1	3
en_001198	1	0
en_001199	1	2
en_001200	1	3
en_001201	1	0
en_001202	1	0
en_001203	1	3
en_001204	1	2
en_001205	1	3
en_001206	1	3
en_001207	1	2
en_001208	1	0
en_001209	1	2
en_001210	1	1
en_001211	1	3
en_001212	1	2
en_001213	1	0
en_001214	1	2
en_001215	1	1
en_001216	1	1
en_001217	1	0
en_001218	1	1
en_001219	1	0
en_001220	1	1
en_001221	1	0
en_001222	1	2
en_001223	1	1
en_001224	1	1
en_001225	1	0
en_001226	1	2
en_001227	1	3
en_001228	1	1
en_001229	1	0
en_001230	1	1
en_001231	1	2
en_001232	1	2
en_001233	1	0
en_001234	1	0
en_001235	1	2
en_001236	1	2
en_001237	1	0
en_001238	1	0
en_001239	1	3
en_001240	1	0
en_001241	1	2
en_001242	1	0
en_001243	1	0
en_001244	1	2
en_001245	1	1
en_001246	1	3
en_001247	1	3
en_001248	1	3
en_001249	1	1
en_001250	1	3
en_001251	1	1
en_001252	1	3
en_001253	1	2
en_001254	1	2
en_001255	1	2
en_001256	1	0
en_001257	1	1
en_001258	1	2
en_001259	1	0
en_001260	1	0
en_001261	1	2
en_001262	1	1
en_001263	1	0
en_001264	1	0
en_001265	1	2
en_001266	1	3
en_001267	1	0
en_001268	1	1
en_001269	1	2
en_001270	1	0
en_001271	1	2
en_001272	1	2
en_001273	1	3
en_001274	1	2
en_001275	1	2
en_001276	1	3
en_001277	1	1
en_001278	1	2
en_001279	1	0
en_001280	1	0
en_001281	1	0
en_001282	1	2
en_001283	1	2
en_001284	1	2
en_001285	1	3
en_001286	1	0
en_001287	1	1
en_001288	1	0
en_001289	1	3
en_001290	1	2
en_001291	1	0
en_001292	1	3
en_001293	1	3
en_001294	1	2
en_001295	1	2
en_001296	1	1
en_001297	1	1
en_001298	1	2
en_001299	1	1
en_001300	1	1
en_001301	1	1
en_001302	1	1
en_001303	1	1
en_001304	1	1
en_001305	1	0
en_001306	1	3
en_001307	1	2
en_001308	1	1
en_001309	1	0
en_001310	1	0
en_001311	1	2
en_001312	1	2
en_001313	1	3
en_001314	1	2
en_001315	1	0
en_001316	1	2
en_001317	1	1
en_001318	1	2
en_001319	1	2
en_001320	1	1
en_001321	1	2
en_001322	1	1
en_001323	1	3
en_001324	1	0
en_001325	1	2
en_001326	1	1
en_001327	1	1
en_001328	1	2
en_001329	1	3
en_001330	1	1
en_001331	1	0
en_001332	1	2
en_001333	1	1
en_001334	1	1
en_001335	1	1
en_001336	1	2
en_001337	1	1
en_001338	1	1
en_001339	1	2
en_001340	1	0
en_001341	1	2
en_001342	1	2
en_001343	1	0
en_001344	1	2
en_001345	1	1
en_001346	1	2
en_001347	1	0
en_001348	1	0
en_001349	1	3
en_001350	1	1
en_001351	1	2
en_001352	1	0
en_001353	1	1
en_001354	1	2
en_001355	1	0
en_001356	1	3
en_001357	1	2
en_001358	1	0
en_001359	1	1
en_001360	1	0
en_001361	1	1
en_001362	1	0
en_001363	1	3
en_001364	1	0
en_001365	1	1
en_001366	1	0
en_001367	1	3
en_001368	1	3
en_001369	1	1
en_001370	1	2
en_001371	1	2
en_001372	1	2
en_001373	1	2
en_001374	1	3
en_001375	1	3
en_001376	1	1
en_001377	1	3
en_001378	1	2
en_001379	1	2
en_001380	1	2
en_001381	1	1
en_001382	1	2
en_001383	1	2
en_001384	1	0
en_001385	1	2
en_001386	1	3
en_001387	1	0
en_001388	1	0
en_001389	1	2
en_001390	1	0
en_001391	1	2
en_001392	1	1
en_001393	1	1
en_001394	1	2
en_001395	1	1
en_001396	1	1
en_001397	1	2
en_001398	1	0
en_001399	1	2
en_001400	1	1
en_001401	1	2
en_001402	1	0
en_001403	1	2
en_001404	1	2
en_001405	1	3
en_001406	1	3
en_001407	1	2
en_001408	1	0
en_001409	1	0
en_001410	1	2
en_001411	1	3
en_001412	1	0
en_001413	1	3
en_001414	1	3
en_001415	1	3
en_001416	1	2
en_001417	1	1
en_001418	1	3
en_001419	1	3
en_001420	1	1
en_001421	1	2
en_001422	1	0
en_001423	1	2
en_001424	1	0
en_001425	1	3
en_001426	1	2
en_001427	1	1
en_001428	1	0
en_001429	1	2
en_001430	1	1
en_001431	1	2
en_001432	1	3
en_001433	1	3
en_001434	1	0
en_001435	1	1
en_001436	1	1
en_001437	1	2
en_001438	1	1
en_001439	1	2
en_001440	1	1
en_001441	1	0
en_001442	1	3
en_001443	1	2
en_001444	1	3
en_001445	1	2
en_001446	1	1
en_001447	1	0
en_001448	1	0
en_001449	1	1
en_001450	1	0
en_001451	1	3
en_001452	1	1
en_001453	1	1
en_001454	1	1
en_001455	1	2
en_001456	1	2
en_001457	1	3
en_001458	1	3
en_001459	1	2
en_001460	1	2
en_001461	1	2
en_001462	1	1
en_001463	1	1
en_001464	1	0
en_001465	1	2
en_001466	1	3
en_001467	1	0
en_001468	1	2
en_001469	1	2
en_001470	1	3
en_001471	1	3
en_001472	1	2
en_001473	1	2
en_001474	1	3
en_001475	1	2
en_001476	1	3
en_001477	1	2
en_001478	1	0
en_001479	1	2
en_001480	1	3
en_001481	1	3
en_001482	1	0
en_001483	1	2
en_001484	1	2
en_001485	1	2
en_001486	1	2
en_001487	1	1
en_001488	1	0
en_001489	1	2
en_001490	1	2
en_001491	1	0
en_001492	1	3
en_001493	1	0
en_001494	1	0
en_001495	1	0
en_001496	1	2
en_001497	1	0
en_001498	1	3
en_001499	1	0
en_001500	1	3
en_001501	1	1
en_001502	1	2
en_001503	1	1
en_001504	1	1
en_001505	1	2
en_001506	1	1
en_001507	1	1
en_001508	1	2
en_001509	1	2
en_001510	1	2
en_001511	1	2
en_001512	1	2
en_001513	1	3
en_001514	1	1
en_001515	1	0
en_001516	1	1
en_001517	1	3
en_001518	1	2
en_001519	1	3
en_001520	1	3
en_001521	1	2
en_001522	1	2
en_001523	1	0
en_001524	1	1
en_001525	1	3
en_001526	1	1
en_001527	1	0
en_001528	1	3
en_001529	1	1
en_001530	1	2
en_001531	1	2
en_001532	1	0
en_001533	1	1
en_001534	1	3
en_001535	1	3
en_001536	1	3
en_001537	1	2
en_001538	1	0
en_001539	1	2
en_001540	1	0
en_001541	1	0
en_001542	1	0
en_001543	1	1
en_001544	1	0
en_001545	1	2
en_001546	1	1
en_001547	1	2
en_001548	1	2
en_001549	1	2
en_001550	1	1
en_001551	1	3
en_001552	1	0
en_001553	1	0
