id	prompt	score
en_003007	2	3
en_003008	2	3
en_003009	2	2
en_003010	2	1
en_003011	2	0
en_003012	2	1
en_003013	2	3
en_003014	2	2
en_003015	2	0
en_003016	2	1
en_003017	2	3
en_003018	2	2
en_003019	2	0
en_003020	2	1
en_003021	2	0
en_003022	2	3
en_003023	2	2
en_003024	2	0
en_003025	2	1
en_003026	2	3
en_003027	2	3
en_003028	2	1
en_003029	2	1
en_003030	2	2
en_003031	2	1
en_003032	2	2
en_003033	2	2
en_003034	2	3
en_003035	2	1
en_003036	2	3
en_003037	2	3
en_003038	2	3
en_003039	2	2
en_003040	2	3
en_003041	2	0
en_003042	2	0
en_003043	2	2
en_003044	2	2
en_003045	2	1
en_003046	2	2
en_003047	2	0
en_003048	2	3
en_003049	2	1
en_003050	2	1
en_003051	2	2
en_003052	2	2
en_003053	2	2
en_003054	2	3
en_003055	2	3
en_003056	2	1
en_003057	2	1
en_003058	2	2
en_003059	2	3
en_003060	2	1
en_003061	2	2
en_003062	2	3
en_003063	2	2
en_003064	2	2
en_003065	2	0
en_003066	2	3
en_003067	2	1
en_003068	2	1
en_003069	2	3
en_003070	2	2
en_003071	2	2
en_003072	2	1
en_003073	2	2
en_003074	2	2
en_003075	2	2
en_003076	2	3
en_003077	2	3
en_003078	2	2
en_003079	2	1
en_003080	2	2
en_003081	2	3
en_003082	2	2
en_003083	2	2
en_003084	2	1
en_003085	2	2
en_003086	2	1
en_003087	2	3
en_003088	2	0
en_003089	2	3
en_003090	2	3
en_003091	2	0
en_003092	2	2
en_003093	2	3
en_003094	2	2
en_003095	2	0
en_003096	2	0
en_003097	2	2
en_003098	2	2
en_003099	2	2
en_003100	2	2
en_003101	2	3
en_003102	2	2
en_003103	2	0
en_003104	2	2
en_003105	2	1
en_003106	2	3
en_003107	2	2
en_003108	2	1
en_003109	2	0
en_003110	2	1
en_003111	2	1
en_003112	2	1
en_003113	2	2
en_003114	2	2
en_003115	2	3
en_003116	2	3
en_003117	2	2
en_003118	2	1
en_003119	2	3
en_003120	2	2
en_003121	2	2
en_003122	2	3
en_003123	2	2
en_003124	2	3
en_003125	2	1
en_003126	2	3
en_003127	2	2
en_003128	2	2
en_003129	2	1
en_003130	2	2
en_003131	2	1
en_003132	2	3
en_003133	2	1
en_003134	2	3
en_003135	2	0
en_003136	2	1
en_003137	2	2
en_003138	2	1
en_003139	2	0
en_003140	2	2
en_003141	2	3
en_003142	2	3
en_003143	2	0
en_003144	2	1
en_003145	2	1
en_003146	2	2
en_003147	2	2
en_003148	2	3
en_003149	2	2
en_003150	2	3
en_003151	2	2
en_003152	2	1
en_003153	2	2
en_003154	2	1
en_003155	2	3
en_003156	2	1
en_003157	2	0
en_003158	2	3
en_003159	2	1
en_003160	2	3
en_003161	2	0
en_003162	2	3
en_003163	2	2
en_003164	2	3
en_003165	2	3
en_003166	2	1
en_003167	2	2
en_003168	2	2
en_003169	2	3
en_003170	2	1
en_003171	2	3
en_003172	2	0
en_003173	2	0
en_003174	2	1
en_003175	2	0
en_003176	2	3
en_003177	2	3
en_003178	2	2
en_003179	2	2
en_003180	2	2
en_003181	2	2
en_003182	2	2
en_003183	2	1
en_003184	2	1
en_003185	2	3
en_003186	2	0
en_003187	2	3
en_003188	2	1
en_003189	2	1
en_003190	2	3
en_003191	2	3
en_003192	2	1
en_003193	2	2
en_003194	2	0
en_003195	2	2
en_003196	2	3
en_003197	2	3
en_003198	2	0
en_003199	2	1
en_003200	2	1
en_003201	2	2
en_003202	2	3
en_003203	2	3
en_003204	2	0
en_003205	2	3
en_003206	2	2
en_003207	2	2
en_003208	2	2
en_003209	2	1
en_003210	2	0
en_003211	2	2
en_003212	2	3
en_003213	2	3
en_003214	2	0
en_003215	2	2
en_003216	2	1
en_003217	2	1
en_003218	2	2
en_003219	2	1
en_003220	2	0
en_003221	2	2
en_003222	2	2
en_003223	2	2
en_003224	2	1
en_003225	2	2
en_003226	2	3
en_003227	2	2
en_003228	2	1
en_003229	2	1
en_003230	2	2
en_003231	2	2
en_003232	2	2
en_003233	2	0
en_003234	2	2
en_003235	2	1
en_003236	2	2
en_003237	2	1
en_003238	2	1
en_003239	2	2
en_003240	2	0
en_003241	2	1
en_003242	2	2
en_003243	2	3
en_003244	2	3
en_003245	2	1
en_003246	2	2
en_003247	2	3
en_003248	2	1
en_003249	2	1
en_003250	2	0
en_003251	2	2
en_003252	2	3
en_003253	2	3
en_003254	2	1
en_003255	2	1
en_003256	2	0
en_003257	2	1
en_003258	2	2
en_003259	2	0
en_003260	2	0
en_003261	2	1
en_003262	2	3
en_003263	2	2
en_003264	2	1
en_003265	2	3
en_003266	2	3
en_003267	2	3
en_003268	2	0
en_003269	2	2
en_003270	2	2
en_003271	2	0
en_003272	2	2
en_003273	2	3
en_003274	2	1
en_003275	2	2
en_003276	2	3
en_003277	2	2
en_003278	2	2
en_003279	2	2
en_003280	2	3
en_003281	2	0
en_003282	2	3
en_003283	2	2
en_003284	2	0
en_003285	2	0
en_003286	2	1
en_003287	2	1
en_003288	2	2
en_003289	2	2
en_003290	2	2
en_003291	2	1
en_003292	2	3
en_003293	2	3
en_003294	2	1
en_003295	2	3
en_003296	2	2
en_003297	2	2
en_003298	2	2
en_003299	2	1
en_003300	2	3
en_003301	2	2
en_003302	2	1
en_003303	2	2
en_003304	2	3
en_003305	2	3
en_003306	2	2
en_003307	2	2
en_003308	2	1
en_003309	2	3
en_003310	2	2
en_003311	2	2
en_003312	2	0
en_003313	2	2
en_003314	2	3
en_003315	2	1
en_003316	2	2
en_003317	2	2
en_003318	2	3
en_003319	2	1
en_003320	2	1
en_003321	2	2
en_003322	2	1
en_003323	2	2
en_003324	2	2
en_003325	2	3
en_003326	2	2
en_003327	2	1
en_003328	2	2
en_003329	2	2
en_003330	2	1
en_003331	2	0
en_003332	2	0
en_003333	2	0
en_003334	2	3
en_003335	2	2
en_003336	2	2
en_003337	2	3
en_003338	2	3
en_003339	2	3
en_003340	2	2
en_003341	2	2
en_003342	2	3
en_003343	2	2
en_003344	2	3
en_003345	2	3
en_003346	2	2
en_003347	2	3
en_003348	2	1
en_003349	2	2
en_003350	2	3
en_003351	2	3
en_003352	2	3
en_003353	2	1
en_003354	2	1
en_003355	2	1
en_003356	2	3
en_003357	2	2
en_003358	2	3
en_003359	2	2
en_003360	2	2
en_003361	2	3
en_003362	2	3
en_003363	2	2
en_003364	2	2
en_003365	2	2
en_003366	2	0
en_003367	2	2
en_003368	2	1
en_003369	2	3
en_003370	2	0
en_003371	2	2
en_003372	2	1
en_003373	2	1
en_003374	2	1
en_003375	2	0
en_003376	2	1
en_003377	2	3
en_003378	2	2
en_003379	2	0
en_003380	2	2
en_003381	2	1
en_003382	2	2
en_003383	2	1
en_003384	2	0
en_003385	2	3
en_003386	2	1
en_003387	2	3
en_003388	2	2
en_003389	2	0
en_003390	2	0
en_003391	2	2
en_003392	2	1
en_003393	2	2
en_003394	2	1
en_003395	2	3
en_003396	2	2
en_003397	2	2
en_003398	2	3
en_003399	2	2
en_003400	2	2
en_003401	2	0
en_003402	2	3
en_003403	2	1
en_003404	2	1
en_003405	2	2
en_003406	2	1
en_003407	2	3
en_003408	2	0
en_003409	2	1
en_003410	2	1
en_003411	2	1
en_003412	2	2
en_003413	2	3
en_003414	2	3
en_003415	2	3
en_003416	2	2
en_003417	2	2
en_003418	2	3
en_003419	2	1
en_003420	2	0
en_003421	2	2
en_003422	2	2
en_003423	2	3
en_003424	2	1
en_003425	2	3
en_003426	2	0
en_003427	2	0
en_003428	2	3
en_003429	2	2
en_003430	2	3
en_003431	2	1
en_003432	2	1
en_003433	2	3
en_003434	2	3
en_003435	2	3
en_003436	2	0
en_003437	2	0
en_003438	2	1
en_003439	2	2
en_003440	2	3
en_003441	2	2
en_003442	2	3
en_003443	2	2
en_003444	2	2
en_003445	2	2
en_003446	2	0
en_003447	2	3
en_003448	2	1
en_003449	2	1
en_003450	2	2
en_003451	2	2
en_003452	2	1
en_003453	2	2
en_003454	2	1
en_003455	2	2
en_003456	2	3
en_003457	2	1
en_003458	2	1
en_003459	2	0
en_003460	2	3
en_003461	2	3
en_003462	2	1
en_003463	2	3
en_003464	2	3
en_003465	2	2
en_003466	2	1
en_003467	2	1
en_003468	2	1
en_003469	2	1
en_003470	2	2
en_003471	2	2
en_003472	2	2
en_003473	2	1
en_003474	2	3
en_003475	2	1
en_003476	2	0
en_003477	2	2
en_003478	2	2
en_003479	2	3
en_003480	2	0
en_003481	2	0
en_003482	2	3
en_003483	2	3
en_003484	2	1
en_003485	2	1
en_003486	2	2
en_003487	2	1
en_003488	2	2
en_003489	2	3
en_003490	2	2
en_003491	2	3
en_003492	2	2
en_003493	2	1
en_003494	2	1
en_003495	2	0
en_003496	2	3
en_003497	2	3
en_003498	2	2
en_003499	2	3
en_003500	2	2
en_003501	2	2
en_003502	2	1
en_003503	2	3
en_003504	2	1
en_003505	2	3
en_003506	2	2
en_003507	2	0
en_003508	2	2
en_003509	2	3
en_003510	2	2
en_003511	2	2
en_003512	2	1
en_003513	2	0
en_003514	2	1
en_003515	2	2
en_003516	2	2
en_003517	2	3
en_003518	2	2
en_003519	2	1
en_003520	2	1
en_003521	2	1
en_003522	2	0
en_003523	2	2
en_003524	2	1
en_003525	2	2
en_003526	2	2
en_003527	2	3
en_003528	2	3
en_003529	2	2
en_003530	2	2
en_003531	2	3
en_003532	2	2
en_003533	2	2
en_003534	2	0
en_003535	2	1
en_003536	2	3
en_003537	2	1
en_003538	2	0
en_003539	2	2
en_003540	2	2
en_003541	2	2
en_003542	2	1
en_003543	2	3
en_003544	2	3
en_003545	2	2
en_003546	2	0
en_003547	2	2
en_003548	2	3
en_003549	2	1
en_003550	2	2
en_003551	2	1
en_003552	2	2
en_003553	2	1
en_003554	2	1
en_003555	2	2
en_003556	2	2
en_003557	2	1
en_003558	2	0
en_003559	2	1
en_003560	2	0
en_003561	2	1
en_003562	2	2
en_003563	2	1
en_003564	2	1
en_003565	2	2
en_003566	2	1
en_003567	2	1
en_003568	2	2
en_003569	2	1
en_003570	2	2
en_003571	2	3
en_003572	2	2
en_003573	2	1
en_003574	2	3
en_003575	2	1
en_003576	2	2
en_003577	2	0
en_003578	2	2
en_003579	2	2
en_003580	2	1
en_003581	2	3
en_003582	2	2
en_003583	2	1
en_003584	2	2
en_003585	2	1
en_003586	2	2
en_003587	2	0
en_003588	2	1
en_003589	2	0
en_003590	2	3
en_003591	2	0
en_003592	2	1
en_003593	2	0
en_003594	2	2
en_003595	2	2
en_003596	2	1
en_003597	2	2
en_003598	2	2
en_003599	2	3
en_003600	2	0
en_003601	2	1
en_003602	2	3
en_003603	2	0
en_003604	2	1
en_003605	2	0
en_003606	2	2
en_003607	2	1
en_003608	2	0
en_003609	2	2
en_003610	2	3
en_003611	2	3
en_003612	2	0
en_003613	2	3
en_003614	2	1
en_003615	2	1
en_003616	2	0
en_003617	2	2
en_003618	2	1
en_003619	2	0
en_003620	2	3
en_003621	2	3
en_003622	2	3
en_003623	2	1
en_003624	2	3
en_003625	2	2
en_003626	2	2
en_003627	2	0
en_003628	2	3
en_003629	2	0
en_003630	2	2
en_003631	2	2
en_003632	2	1
en_003633	2	0
en_003634	2	2
en_003635	2	2
en_003636	2	1
en_003637	2	1
en_003638	2	3
en_003639	2	0
en_003640	2	1
en_003641	2	2
en_003642	2	3
en_003643	2	1
en_003644	2	1
en_003645	2	2
en_003646	2	1
en_003647	2	2
en_003648	2	1
en_003649	2	2
en_003650	2	3
en_003651	2	2
en_003652	2	0
en_003653	2	0
en_003654	2	1
en_003655	2	2
en_003656	2	0
en_003657	2	2
en_003658	2	1
en_003659	2	3
en_003660	2	2
en_003661	2	2
en_003662	2	1
en_003663	2	3
en_003664	2	2
en_003665	2	3
en_003666	2	1
en_003667	2	2
en_003668	2	3
en_003669	2	0
en_003670	2	2
en_003671	2	3
en_003672	2	2
en_003673	2	2
en_003674	2	2
en_003675	2	2
en_003676	2	1
en_003677	2	0
en_003678	2	2
en_003679	2	1
en_003680	2	2
en_003681	2	2
en_003682	2	1
en_003683	2	0
en_003684	2	1
en_003685	2	3
en_003686	2	2
en_003687	2	1
en_003688	2	3
en_003689	2	3
en_003690	2	3
en_003691	2	1
en_003692	2	2
en_003693	2	3
en_003694	2	3
en_003695	2	1
en_003696	2	0
en_003697	2	2
en_003698	2	2
en_003699	2	1
en_003700	2	0
en_003701	2	1
en_003702	2	2
en_003703	2	3
en_003704	2	3
en_003705	2	3
en_003706	2	2
en_003707	2	2
en_003708	2	3
en_003709	2	2
en_003710	2	2
en_003711	2	2
en_003712	2	2
en_003713	2	1
en_003714	2	0
en_003715	2	0
en_003716	2	2
en_003717	2	1
en_003718	2	2
en_003719	2	2
en_003720	2	3
en_003721	2	2
en_003722	2	2
en_003723	2	3
en_003724	2	3
en_003725	2	2
en_003726	2	2
en_003727	2	2
en_003728	2	3
en_003729	2	1
en_003730	2	2
en_003731	2	1
en_003732	2	2
en_003733	2	2
en_003734	2	1
en_003735	2	1
en_003736	2	1
en_003737	2	3
en_003738	2	0
en_003739	2	2
en_003740	2	3
en_003741	2	1
en_003742	2	2
en_003743	2	0
en_003744	2	2
en_003745	2	1
en_003746	2	3
en_003747	2	2
en_003748	2	3
en_003749	2	3
en_003750	2	0
en_003751	2	3
en_003752	2	0
en_003753	2	3
en_003754	2	2
en_003755	2	1
en_003756	2	1
en_003757	2	2
en_003758	2	3
en_003759	2	2
en_003760	2	0
en_003761	2	3
en_003762	2	2
en_003763	2	1
en_003764	2	2
en_003765	2	1
en_003766	2	1
en_003767	2	2
en_003768	2	3
en_003769	2	3
en_003770	2	2
en_003771	2	2
en_003772	2	1
en_003773	2	1
en_003774	2	0
en_003775	2	2
en_003776	2	2
en_003777	2	2
en_003778	2	2
en_003779	2	2
en_003780	2	2
en_003781	2	3
en_003782	2	3
en_003783	2	3
en_003784	2	2
en_003785	2	1
en_003786	2	3
en_003787	2	2
en_003788	2	2
en_003789	2	1
en_003790	2	3
en_003791	2	1
en_003792	2	2
en_003793	2	2
en_003794	2	3
en_003795	2	2
en_003796	2	1
en_003797	2	1
en_003798	2	2
en_003799	2	2
en_003800	2	2
en_003801	2	2
en_003802	2	3
en_003803	2	0
en_003804	2	3
en_003805	2	3
en_003806	2	1
en_003807	2	3
en_003808	2	3
en_003809	2	1
en_003810	2	0
en_003811	2	1
en_003812	2	2
en_003813	2	1
en_003814	2	0
en_003815	2	2
en_003816	2	2
en_003817	2	1
en_003818	2	0
en_003819	2	2
en_003820	2	2
en_003821	2	3
en_003822	2	2
en_003823	2	2
en_003824	2	1
en_003825	2	0
en_003826	2	3
en_003827	2	2
en_003828	2	2
en_003829	2	2
en_003830	2	2
en_003831	2	2
en_003832	2	0
en_003833	2	2
en_003834	2	0
en_003835	2	2
en_003836	2	3
en_003837	2	3
en_003838	2	2
en_003839	2	0
en_003840	2	2
en_003841	2	1
en_003842	2	3
en_003843	2	1
en_003844	2	2
en_003845	2	0
en_003846	2	2
en_003847	2	0
en_003848	2	2
en_003849	2	0
en_003850	2	3
en_003851	2	2
en_003852	2	3
en_003853	2	3
en_003854	2	1
en_003855	2	2
en_003856	2	2
en_003857	2	1
en_003858	2	0
en_003859	2	0
en_003860	2	2
en_003861	2	2
en_003862	2	2
en_003863	2	1
en_003864	2	3
en_003865	2	3
en_003866	2	2
en_003867	2	2
en_003868	2	0
en_003869	2	1
en_003870	2	2
en_003871	2	1
en_003872	2	0
en_003873	2	2
en_003874	2	1
en_003875	2	2
en_003876	2	3
en_003877	2	0
en_003878	2	3
en_003879	2	3
en_003880	2	3
en_003881	2	2
en_003882	2	3
en_003883	2	1
en_003884	2	0
en_003885	2	1
en_003886	2	3
en_003887	2	3
en_003888	2	3
en_003889	2	2
en_003890	2	1
en_003891	2	1
en_003892	2	2
en_003893	2	2
en_003894	2	2
en_003895	2	3
en_003896	2	3
en_003897	2	2
en_003898	2	2
en_003899	2	0
en_003900	2	2
en_003901	2	1
en_003902	2	2
en_003903	2	3
en_003904	2	2
en_003905	2	0
en_003906	2	2
en_003907	2	1
en_003908	2	2
en_003909	2	0
en_003910	2	3
en_003911	2	2
en_003912	2	0
en_003913	2	2
en_003914	2	0
en_003915	2	2
en_003916	2	2
en_003917	2	2
en_003918	2	0
en_003919	2	2
en_003920	2	2
en_003921	2	2
en_003922	2	3
en_003923	2	2
en_003924	2	1
en_003925	2	2
en_003926	2	0
en_003927	2	2
en_003928	2	2
en_003929	2	2
en_003930	2	2
en_003931	2	1
en_003932	2	2
en_003933	2	0
en_003934	2	1
en_003935	2	2
en_003936	2	3
en_003937	2	2
en_003938	2	1
en_003939	2	0
en_003940	2	2
en_003941	2	3
en_003942	2	0
en_003943	2	2
en_003944	2	3
en_003945	2	3
en_003946	2	0
en_003947	2	3
en_003948	2	3
en_003949	2	0
en_003950	2	3
en_003951	2	3
en_003952	2	1
en_003953	2	2
en_003954	2	3
en_003955	2	3
en_003956	2	1
en_003957	2	0
en_003958	2	1
en_003959	2	1
en_003960	2	1
en_003961	2	3
en_003962	2	3
en_003963	2	2
en_003964	2	1
en_003965	2	0
en_003966	2	2
en_003967	2	1
en_003968	2	2
en_003969	2	2
en_003970	2	2
en_003971	2	2
en_003972	2	2
en_003973	2	3
en_003974	2	1
en_003975	2	1
en_003976	2	2
en_003977	2	3
en_003978	2	2
en_003979	2	0
en_003980	2	3
en_003981	2	3
en_003982	2	2
en_003983	2	2
en_003984	2	1
en_003985	2	2
en_003986	2	2
en_003987	2	2
en_003988	2	0
en_003989	2	2
en_003990	2	1
en_003991	2	2
en_003992	2	1
en_003993	2	0
en_003994	2	1
en_003995	2	3
en_003996	2	1
en_003997	2	3
en_003998	2	3
en_003999	2	2
en_004000	2	3
en_004001	2	2
en_004002	2	2
en_004003	2	2
en_004004	2	3
en_004005	2	1
en_004006	2	1
en_004007	2	2
en_004008	2	2
en_004009	2	2
en_004010	2	0
en_004011	2	1
en_004012	2	2
en_004013	2	3
en_004014	2	2
en_004015	2	2
en_004016	2	2
en_004017	2	2
en_004018	2	1
en_004019	2	2
en_004020	2	1
en_004021	2	0
en_004022	2	3
en_004023	2	3
en_004024	2	3
en_004025	2	1
en_004026	2	3
en_004027	2	3
en_004028	2	1
en_004029	2	2
en_004030	2	0
en_004031	2	0
en_004032	2	2
en_004033	2	0
en_004034	2	2
en_004035	2	2
en_004036	2	1
en_004037	2	2
en_004038	2	0
en_004039	2	2
en_004040	2	3
en_004041	2	3
en_004042	2	0
en_004043	2	2
en_004044	2	2
en_004045	2	1
en_004046	2	3
en_004047	2	0
en_004048	2	1
en_004049	2	1
en_004050	2	2
en_004051	2	3
en_004052	2	1
en_004053	2	3
en_004054	2	3
en_004055	2	3
en_004056	2	0
en_004057	2	1
en_004058	2	0
en_004059	2	3
en_004060	2	1
en_004061	2	3
en_004062	2	2
en_004063	2	0
en_004064	2	2
en_004065	2	2
